hh_ids,trx_yr_mo,inc_hh_byti,inc_hh_byti_AGRI,inc_hh_byti_CITMPC,inc_hh_byti_NEINCG,inc_hh_byti_REI,inc_hh_byti_RIOI,inc_hh_byti_RR,inc_hh_byti_SEI
"KMAKE14","2013_08",114.1176,-13.88235,123.5294,0,0,0,0,4.470588
"KMAKE14","2013_09",2,0,0,0,0,0,0,2
"KMAKE15","2012_10",10.11765,4.235294,0,0,0,0,5.882353,0
"KMAKE15","2012_11",206.8706,-21.64706,0,0,193.2235,0,35.29412,0
"KMAKE15","2012_12",202.0471,-5.294117,0,0,172.0471,0,35.29412,0
"KMAKE15","2013_01",228.9882,4,0,0,172.0471,0,52.94118,0
"KMAKE15","2013_02",431.5059,-6.470588,0,0,426.2118,0,11.76471,0
"KMAKE15","2013_03",241.4588,-35.29412,0,0,226.1647,0,50.58823,0
"KMAKE15","2013_04",199.1059,-14.11765,0,0,172.0471,0,41.17647,0
"KMAKE15","2013_05",215.3412,2.117647,0,0,172.0471,0,41.17647,0
"KMAKE15","2013_06",257.4588,-32.58823,0,0,242.6353,0,47.41177,0
"KMAKE15","2013_07",238.6353,1.882353,0,0,172.0471,0,64.70588,0
"KMAKE15","2013_08",256.4,-21.52941,0,0,201.4588,0,76.47059,0
"KMAKE15","2013_09",191.8706,2.941176,0,0,188.9294,0,0,0
"KMAKE16","2012_10",55.29412,0,0,0,55.29412,0,0,0
"KMAKE16","2012_11",24.11765,0,0,0,0,0,24.11765,0
"KMAKE16","2012_12",13.52941,0,0,0,0,0,13.52941,0
"KMAKE16","2013_01",31.76471,0,0,0,23.52941,0,8.235294,0
"KMAKE16","2013_02",84.70589,0,0,0,84.70589,0,0,0
"KMAKE16","2013_03",47.05882,-11.76471,0,0,47.05882,0,11.76471,0
"KMAKE16","2013_04",52.94118,0,0,0,47.05882,0,5.882353,0
"KMAKE16","2013_05",3.529412,0,0,0,0,0,3.529412,0
"KMAKE16","2013_06",47.05882,0,0,0,47.05882,0,0,0
"KMAKE16","2013_07",59.52941,0,0,0,47.05882,0,12.47059,0
"KMAKE16","2013_08",23.52941,0,0,0,23.52941,0,0,0
"KMAKE16","2013_09",70.58823,0,0,0,70.58823,0,0,0
"KMAKE17","2012_10",58.82353,0,0,0,0,0,58.82353,0
"KMAKE17","2012_11",70,0,0,0,0,0,70,0
"KMAKE17","2012_12",94.11765,0,0,0,0,0,94.11765,0
"KMAKE17","2013_01",35.29412,0,0,0,0,0,35.29412,0
"KMAKE17","2013_02",102.3529,0,0,0,0,0,102.3529,0
"KMAKE17","2013_03",40.11765,4.823529,0,0,0,0,35.29412,0
"KMAKE17","2013_04",89.29411,0,0,0,0,0,89.29411,0
"KMAKE17","2013_05",67.05882,0,0,0,0,0,67.05882,0
"KMAKE17","2013_06",65.05882,0,0,0,0,0,65.05882,0
"KMAKE17","2013_07",47.05882,0,0,0,0,0,47.05882,0
"KMAKE17","2013_08",58.82353,0,0,0,0,0,58.82353,0
"KMAKE18","2012_10",7.294118,7.294118,0,0,0,0,0,0
"KMAKE18","2012_11",49.47059,20.35294,0,0,0,0,17.64706,11.47059
"KMAKE18","2012_12",32.94118,0,0,0,0,0,32.94118,0
"KMAKE18","2013_01",5.882353,0,0,0,0,0,5.882353,0
"KMAKE18","2013_02",21.41177,0,0,0,0,0,21.41177,0
"KMAKE18","2013_03",21.17647,-11.76471,0,0,0,0,32.94118,0
"KMAKE18","2013_04",35.29412,0,0,0,0,0,35.29412,0
"KMAKE18","2013_05",36.47059,0,0,0,0,0,36.47059,0
"KMAKE18","2013_06",56.70588,7.058824,0,0,0,0,47.05882,2.588235
"KMAKE18","2013_07",48.94118,0,0,0,0,0,44.70588,4.235294
"KMAKE18","2013_08",48.23529,0,0,0,0,0,48.23529,0
"KMAKE20","2012_11",34.70588,0,3.529412,0,8.235294,0,22.94118,0
"KMAKE20","2012_12",12.64706,0,.5882353,0,5.882353,0,6.176471,0
"KMAKE20","2013_02",8.823529,0,0,0,0,0,8.823529,0
"KMAKE20","2013_03",1.764706,0,1.764706,0,0,0,0,0
"KMAKE20","2013_04",1.470588,0,1.470588,0,0,0,0,0
"KMAKE20","2013_05",18.75294,0,12.23529,0,0,0,6.517647,0
"KMAKE20","2013_06",.4705882,0,.4705882,0,0,0,0,0
"KMAKE20","2013_07",15.35294,0,9.529412,0,0,0,4.352941,1.470588
"KMAKE20","2013_08",19.51765,0,5.882353,0,0,0,12.16471,1.470588
"KMAKE20","2013_09",20,0,2.352941,0,0,0,17.64706,0
"KMAKE21","2012_10",3.529412,0,3.529412,0,0,0,0,0
"KMAKE21","2012_11",32.94118,0,32.94118,0,0,0,0,0
"KMAKE21","2012_12",34.11765,0,34.11765,0,0,0,0,0
"KMAKE21","2013_01",9.411765,0,9.411765,0,0,0,0,0
"KMAKE21","2013_02",5.882353,0,0,0,0,0,5.882353,0
"KMAKE21","2013_03",49.41176,0,0,0,47.05882,0,2.352941,0
"KMAKE21","2013_04",42.35294,0,0,0,42.35294,0,0,0
"KMAKE21","2013_05",44.94117,0,0,0,42.35294,0,2.588235,0
"KMAKE21","2013_06",23.52941,0,0,0,23.52941,0,0,0
"KMAKE21","2013_07",69.64706,0,0,0,35.29412,15.52941,18.82353,0
"KMAKE21","2013_08",78.82353,0,0,0,29.41176,0,49.41177,0
"KMAKE21","2013_09",45.29412,0,0,0,35.29412,0,10,0
"KMAKE23","2012_11",148.2353,-2.941176,0,0,0,0,0,151.1765
"KMAKE23","2012_12",308.1882,-7.058824,0,0,0,0,0,315.247
"KMAKE23","2013_01",214.2941,-11.76471,0,0,0,0,0,226.0588
"KMAKE23","2013_02",320.4118,-2.352941,0,0,0,0,0,322.7647
"KMAKE23","2013_03",37.11763,-110.8235,0,0,0,0,0,147.9412
"KMAKE23","2013_04",124.9765,-8.235294,0,0,0,0,0,133.2118
"KMAKE23","2013_05",144.1176,0,0,0,0,0,0,144.1176
"KMAKE23","2013_06",248.4706,-3.529412,0,0,0,0,0,252
"KMAKE23","2013_07",46.90587,0,0,0,0,0,0,46.90587
"KMAKE23","2013_08",212.0588,0,0,0,0,0,0,212.0588
"KMAKE23","2013_09",140.7647,0,0,0,0,0,0,140.7647
"KMAKE25","2012_11",23.52941,0,0,0,0,0,23.52941,0
"KMAKE25","2012_12",17.64706,0,0,0,0,0,17.64706,0
"KMAKE25","2013_02",18,0,0,0,0,0,18,0
"KMAKE25","2013_03",15.29412,0,0,0,0,0,15.29412,0
"KMAKE25","2013_04",17.64706,0,0,0,0,0,17.64706,0
"KMAKE25","2013_05",17.64706,0,0,0,0,0,17.64706,0
"KMAKE25","2013_06",19.76471,0,1.764706,0,0,0,18,0
"KMAKE25","2013_07",43.84706,0,1.764706,0,0,0,42.08235,0
"KMAKE25","2013_08",-16.11765,-35.29412,0,0,0,0,19.17647,0
"KMAKE25","2013_09",22.98824,0,0,0,0,0,22.98824,0
"KMAKE27","2012_11",134.1176,0,134.1176,0,0,0,0,0
"KMAKE27","2012_12",174.1176,0,162.3529,0,0,0,0,11.76471
"KMAKE27","2013_01",134.7059,-16.47059,151.1765,0,0,0,0,0
"KMAKE27","2013_02",26.47059,0,8.823529,0,0,0,0,17.64706
"KMAKE27","2013_03",112.9412,-42.94118,144.1176,0,0,0,0,11.76471
"KMAKE27","2013_04",61.76471,-11.76471,61.76471,0,0,0,0,11.76471
"KMAKE27","2013_05",155.2941,-7.058824,156.4706,0,0,0,0,5.882353
"KMAKE27","2013_06",40.94118,0,22.11765,0,0,0,12.94118,5.882353
"KMAKE27","2013_07",81.58823,0,58.05882,0,0,0,5.882353,17.64706
"KMAKE27","2013_08",47.37647,0,11.76471,0,0,0,29.72941,5.882353
"KMAKE27","2013_09",22.94118,0,22.94118,0,0,0,0,0
"KMAKE28","2012_11",23.88235,0,10.58824,0,0,0,0,13.29412
"KMAKE28","2012_12",105.6471,0,0,0,0,0,74.11765,31.52941
"KMAKE28","2013_01",27.29412,0,0,0,0,0,12.35294,14.94118
"KMAKE28","2013_02",21.76471,0,9.411765,0,0,0,12.35294,0
"KMAKE28","2013_03",72.70588,-5.882353,21.17647,0,0,0,52.94118,4.470588
"KMAKE28","2013_04",41.76471,-1.647059,4.117647,0,0,0,31.76471,7.529412
"KMAKE28","2013_05",47.29412,6.941177,.2352941,0,0,0,17.64706,22.47059
"KMAKE28","2013_06",37.94118,0,0,0,0,0,22.35294,15.58824
"KMAKE28","2013_07",94.17647,2.764706,0,0,0,0,72.35294,19.05882
"KMAKE28","2013_08",22.94118,0,0,0,0,0,11.76471,11.17647
"KMAKE28","2013_09",32.35294,0,0,0,0,0,25.88235,6.470588
"KMAKE29","2012_10",73.52941,0,73.52941,0,0,0,0,0
"KMAKE29","2012_11",26.88235,-44.88235,71.76471,0,0,0,0,0
"KMAKE29","2012_12",213.2941,-3.411765,170.5882,0,0,0,43.41177,2.705883
"KMAKE29","2013_01",94.11765,0,94.11765,0,0,0,0,0
"KMAKE29","2013_02",-34.30588,0,85.88235,0,0,0,0,-120.1882
"KMAKE29","2013_03",48.55294,-15.17647,58.82353,0,0,0,0,4.905882
"KMAKE29","2013_04",75.71765,0,52.94118,0,0,0,0,22.77648
"KMAKE29","2013_05",16.92941,0,0,0,0,0,0,16.92941
"KMAKE29","2013_06",63.78823,0,0,0,0,0,152.9412,-89.15294
"KMAKE29","2013_07",91.28235,0,0,0,0,0,82.35294,8.929408
"KMAKE29","2013_08",49.64705,0,0,0,0,0,82.35294,-32.70589
"KMAKE29","2013_09",40,0,0,0,0,0,0,40
"KMAKE30","2012_11",75.29412,1.176471,0,0,35.29412,0,11.76471,27.05882
"KMAKE30","2012_12",60.58823,0,0,0,0,0,47.05882,13.52941
"KMAKE30","2013_01",40.35294,0,0,0,7.058824,0,0,33.29412
"KMAKE30","2013_02",56.70588,0,0,0,41.17647,0,0,15.52941
"KMAKE30","2013_03",75.88235,0,0,0,14.11765,0,70.58823,-8.823529
"KMAKE30","2013_04",70,0,0,0,18.82353,0,35.29412,15.88235
"KMAKE30","2013_05",129.7647,0,0,0,41.17647,0,65.64706,22.94118
"KMAKE30","2013_06",128.3529,0,0,0,44.70588,0,52.11765,31.52941
"KMAKE30","2013_07",94.78824,0,0,0,35.29412,0,27.72941,31.76471
"KMAKE30","2013_08",203.8824,0,0,0,152.9412,0,35.29412,15.64706
"KMAKE30","2013_09",61.17647,0,0,0,27.05882,0,15.29412,18.82353
"KMAKE32","2012_11",74.47059,0,45.05882,23.52941,0,0,0,5.882353
"KMAKE32","2012_12",70.94118,0,24.11765,0,0,0,44.47059,2.352941
"KMAKE32","2013_01",44.70588,0,18.82353,23.52941,0,0,0,2.352941
"KMAKE32","2013_02",22.35294,0,10.58824,0,0,0,11.76471,0
"KMAKE32","2013_03",37.64706,0,16.47059,0,0,0,18.82353,2.352941
"KMAKE32","2013_04",33.52941,0,11.17647,0,0,0,17.64706,4.705883
"KMAKE32","2013_05",60.47059,0,35.29412,0,0,0,21.64706,3.529412
"KMAKE32","2013_06",42.23529,0,25.29412,0,0,0,13.41177,3.529412
"KMAKE32","2013_07",66.94118,0,27.64706,3.882353,0,0,27.17647,8.235294
"KMAKE32","2013_08",37.05882,0,11.76471,0,0,0,17.05882,8.235294
"KMAKE32","2013_09",85.29412,0,39.41177,0,0,0,40,5.882353
"KMAKE32","2013_10",1.764706,0,1.764706,0,0,0,0,0
"KMAKE33","2012_11",16.47059,0,16.47059,0,0,0,0,0
"KMAKE33","2012_12",21.76471,-1.764706,23.52941,0,0,0,0,0
"KMAKE33","2013_01",17.05882,0,17.05882,0,0,0,0,0
"KMAKE33","2013_02",18.23529,0,18.23529,0,0,0,0,0
"KMAKE33","2013_03",-3.529411,-12.94118,9.411765,0,0,0,0,0
"KMAKE33","2013_04",9.941176,-4.176471,3.529412,0,0,0,10.58823,0
"KMAKE33","2013_05",21.29412,0,10.58824,0,0,0,10.70588,0
"KMAKE33","2013_06",15.88235,0,10.58824,0,0,0,5.294117,0
"KMAKE33","2013_07",22.88235,1.176471,15.29412,0,0,0,6.411765,0
"KMAKE33","2013_08",26.47059,0,26.47059,0,0,0,0,0
"KMAKE33","2013_09",13.88235,-16.47059,30.35294,0,0,0,0,0
"KMAKE34","2012_10",20.29412,0,8.235294,0,0,0,12.05882,0
"KMAKE34","2012_11",44.70588,0,44.70588,0,0,0,0,0
"KMAKE34","2012_12",12.94118,0,0,7.058824,0,0,0,5.882353
"KMAKE34","2013_01",23.52941,0,23.52941,0,0,0,0,0
"KMAKE34","2013_02",21.17647,0,21.17647,0,0,0,0,0
"KMAKE34","2013_03",37.64706,-3.529412,41.17647,0,0,0,0,0
"KMAKE34","2013_04",47.05882,0,47.05882,0,0,0,0,0
"KMAKE34","2013_05",31.76471,0,23.52941,0,0,0,0,8.235294
"KMAKE34","2013_06",23.52941,0,23.52941,0,0,0,0,0
"KMAKE34","2013_07",27.76471,0,12.94118,1.588235,0,0,0,13.23529
"KMAKE34","2013_08",30.58824,0,17.64706,0,0,0,0,12.94118
"KMAKE34","2013_09",27.64706,0,11.76471,0,0,0,11.76471,4.117647
"KMAKE35","2012_10",36.17647,0,0,0,0,0,35.58823,.5882353
"KMAKE35","2012_11",45,0,22.35294,8.235294,0,0,12.52941,1.882353
"KMAKE35","2012_12",86.70588,0,3.529412,12,0,0,64.35294,6.823529
"KMAKE35","2013_01",27.05882,0,8.823529,0,0,0,18.23529,0
"KMAKE35","2013_02",19.64706,0,19.64706,0,0,0,0,0
"KMAKE35","2013_03",61.72941,0,17.64706,0,0,0,41.72941,2.352941
"KMAKE35","2013_04",76,0,14.23529,0,0,0,58.82353,2.941176
"KMAKE35","2013_05",47.14117,0,0,0,0,0,41.61176,5.529412
"KMAKE35","2013_06",33.64706,0,0,0,0,0,24.23529,9.411764
"KMAKE35","2013_07",70.35294,0,37.05882,2.352941,0,0,29.76471,1.176471
"KMAKE35","2013_08",47.65882,0,3.529412,0,0,0,34.24706,9.882353
"KMAKE35","2013_09",15.17647,0,10,0,0,0,5.176471,0
"KMAKE36","2012_11",46.82353,0,11.52941,0,35.29412,0,0,0
"KMAKE36","2012_12",68.23529,0,0,0,68.23529,0,0,0
"KMAKE36","2013_01",42.35294,0,0,0,30.58824,11.76471,0,0
"KMAKE36","2013_02",75.64706,0,30.94118,0,44.70588,0,0,0
"KMAKE36","2013_03",41.76471,0,11.29412,0,85.29411,0,0,-54.82353
"KMAKE36","2013_04",35.29412,0,0,0,24.70588,0,0,10.58824
"KMAKE36","2013_05",67.02353,0,0,0,44.70588,0,0,22.31765
"KMAKE36","2013_06",60.76471,0,16.05882,0,44.70588,0,0,0
"KMAKE36","2013_07",84.94118,0,43.76471,0,41.17647,0,0,0
"KMAKE36","2013_08",91.17647,0,47.05883,0,44.11765,0,0,0
"KMAKE36","2013_09",58.23529,0,13.52941,0,44.70588,0,0,0
"KMAKE37","2012_11",557.3176,-11.76471,0,0,551.4353,0,17.64706,0
"KMAKE37","2012_12",371.0588,0,0,0,341.6471,0,29.41176,0
"KMAKE37","2013_01",341.6471,0,0,0,341.6471,0,0,0
"KMAKE37","2013_02",358.1176,0,0,0,341.6471,16.47059,0,0
"KMAKE37","2013_03",368.1176,-5.294117,0,0,341.6471,0,31.76471,0
"KMAKE37","2013_04",351.5412,-14.11765,0,0,349.1882,16.47059,0,0
"KMAKE37","2013_05",352.7177,0,0,0,349.1882,0,3.529412,0
"KMAKE37","2013_06",459.5412,0,0,0,437.1882,0,22.35294,0
"KMAKE37","2013_07",15.61176,0,0,0,0,0,15.61176,0
"KMAKE37","2013_08",387.1412,0,0,0,364.7882,16.47059,5.882353,0
"KMAKE37","2013_09",435.2941,0,0,0,411.7647,0,23.52941,0
"KMAKL01","2012_10",55,0,16.76471,0,0,0,38.23529,0
"KMAKL01","2012_11",30.17647,0,0,0,0,.4705882,29.70588,0
"KMAKL01","2012_12",41.11765,0,7.058824,0,0,0,34.05882,0
"KMAKL01","2013_01",28.17647,0,0,0,0,0,28.17647,0
"KMAKL01","2013_02",26.70588,0,8.235294,0,0,0,18.47059,0
"KMAKL01","2013_03",37.05882,0,0,0,0,0,37.05882,0
"KMAKL01","2013_04",23.05882,8.117647,0,0,0,0,14.94118,0
"KMAKL01","2013_05",32.82353,0,5.294118,0,0,0,27.52941,0
"KMAKL01","2013_06",40.94118,0,5.882353,0,0,0,35.05882,0
"KMAKL01","2013_07",41.76471,0,10.17647,0,0,0,31.58824,0
"KMAKL01","2013_08",44.8,0,3.352941,0,0,0,41.44706,0
"KMAKL01","2013_09",49.54118,0,.2941177,0,0,0,49.24706,0
"KMAKL02","2012_10",97.31765,0,0,0,0,0,0,97.31765
"KMAKL02","2012_11",104.5882,0,0,0,0,0,5,99.58823
"KMAKL02","2012_12",120.5176,0,0,0,0,0,1.764706,118.7529
"KMAKL02","2013_01",57,0,0,0,0,0,0,57
"KMAKL02","2013_02",69.96471,0,35.29412,0,0,0,0,34.67059
"KMAKL02","2013_03",56.78823,0,69.41177,0,0,0,0,-12.62353
"KMAKL02","2013_04",24.84706,0,14.70588,0,0,0,0,10.14118
"KMAKL02","2013_05",10.63529,0,5.294117,0,0,0,0,5.341175
"KMAKL02","2013_06",23.31765,0,17.64706,0,0,0,0,5.670588
"KMAKL02","2013_07",-17.56471,0,5.882353,0,0,0,0,-23.44706
"KMAKL02","2013_08",41.58823,0,21.17647,0,0,0,0,20.41175
"KMAKL02","2013_09",6.247057,0,0,0,0,0,0,6.247057
"KMAKL02","2013_10",-.105882,0,0,0,0,0,0,-.105882
"KMAKL05","2012_11",231.1765,41.17647,0,0,0,0,0,190
"KMAKL05","2012_12",520,141.1765,0,0,0,0,0,378.8235
"KMAKL05","2013_01",640,48.23529,0,0,0,352.9412,0,238.8235
"KMAKL05","2013_02",183.5294,84.11765,0,0,0,0,0,99.41177
"KMAKL05","2013_03",319.4118,111.7647,0,0,0,63.52941,11.76471,132.3529
"KMAKL05","2013_04",197.6471,57.64706,0,0,0,0,0,140
"KMAKL05","2013_05",172.9412,62.35294,0,0,0,0,23.52941,87.05882
"KMAKL05","2013_06",182.3529,100,0,0,0,7.058824,0,75.29412
"KMAKL05","2013_07",9.764705,47.05882,0,0,0,0,6.235294,-43.52941
"KMAKL05","2013_08",170.2353,76.47059,0,0,0,0,0,93.76471
"KMAKL05","2013_09",202.9412,37.64706,0,0,0,105.8824,0,59.41177
"KMAKL06","2012_10",22.35294,0,22.35294,0,0,0,0,0
"KMAKL06","2012_11",12.70588,4.470589,8.235294,0,0,0,0,0
"KMAKL06","2012_12",55.52941,1.411765,54.11765,0,0,0,0,0
"KMAKL06","2013_01",38.31765,12.43529,25.88235,0,0,0,0,0
"KMAKL06","2013_02",177.1176,6.529412,35.29412,0,0,0,0,135.2941
"KMAKL06","2013_03",70.94118,8.588236,0,0,0,0,0,62.35294
"KMAKL06","2013_04",58.74118,3.529412,0,0,0,0,0,55.21177
"KMAKL06","2013_05",152.2353,5.882353,0,0,0,0,0,146.3529
"KMAKL06","2013_06",48.11765,15.17647,0,0,0,0,0,32.94118
"KMAKL06","2013_07",45.88235,10.58823,11.76471,0,0,0,0,23.52941
"KMAKL06","2013_08",58.82353,0,11.76471,0,0,0,0,47.05882
"KMAKL07","2012_11",26.82353,0,0,0,0,0,26.82353,0
"KMAKL07","2012_12",5.882353,0,0,0,0,0,5.882353,0
"KMAKL07","2013_01",7.529412,0,0,0,0,0,7.529412,0
"KMAKL07","2013_02",4.117647,0,0,0,0,0,4.117647,0
"KMAKL07","2013_03",14.88235,0,0,0,0,0,14.88235,0
"KMAKL07","2013_04",2.764706,0,0,0,0,0,2.764706,0
"KMAKL07","2013_05",10,0,0,0,0,0,10,0
"KMAKL07","2013_06",10.58824,0,0,0,0,0,10.58824,0
"KMAKL07","2013_07",13.17647,0,0,0,0,0,13.17647,0
"KMAKL07","2013_08",5.882353,0,0,0,0,0,5.882353,0
"KMAKL08","2012_10",35.88235,0,.5882353,0,35.29412,0,0,0
"KMAKL08","2012_11",18.52941,0,.5882353,0,0,0,17.94118,0
"KMAKL08","2012_12",58.82353,0,0,0,41.17647,0,17.64706,0
"KMAKL08","2013_01",23.82353,0,0,0,3.529412,0,20.29412,0
"KMAKL08","2013_02",37.96471,0,0,0,23.52941,0,14.43529,0
"KMAKL08","2013_03",42.70588,0,0,0,17.64706,0,25.05882,0
"KMAKL08","2013_04",20,0,0,0,17.64706,0,2.352941,0
"KMAKL08","2013_05",48.94118,0,0,0,41.17647,0,7.764706,0
"KMAKL08","2013_06",28.94118,0,0,0,0,0,28.94118,0
"KMAKL08","2013_07",44.55294,2.352941,0,0,0,0,42.2,0
"KMAKL08","2013_08",88.44706,0,0,0,0,0,88.44706,0
"KMAKL08","2013_09",23.52941,0,0,0,0,0,23.52941,0
"KMAKL09","2012_10",12.05882,0,0,0,0,0,12.05882,0
"KMAKL09","2012_11",17.94118,0,0,0,0,0,17.94118,0
"KMAKL09","2012_12",35.29412,0,0,0,0,0,35.29412,0
"KMAKL09","2013_01",8.764706,0,0,0,0,0,8.764706,0
"KMAKL09","2013_02",36.94118,0,0,0,0,0,36.94118,0
"KMAKL09","2013_03",28,0,12.94118,0,0,0,15.05882,0
"KMAKL09","2013_04",38,14.47059,0,0,0,0,23.52941,0
"KMAKL09","2013_05",10.52941,0,4.705883,0,0,0,5.82353,0
"KMAKL09","2013_06",32.94118,0,2.352941,0,0,0,30.58824,0
"KMAKL09","2013_07",43.84706,8.235294,0,0,0,0,35.61176,0
"KMAKL09","2013_08",38.05882,0,3.529412,0,0,0,34.52941,0
"KMAKL10","2012_10",7.058824,0,7.058824,0,0,0,0,0
"KMAKL10","2012_11",31.17647,0,31.17647,0,0,0,0,0
"KMAKL10","2012_12",55.17647,0,55.17647,0,0,0,0,0
"KMAKL10","2013_01",33.52941,0,33.52941,0,0,0,0,0
"KMAKL10","2013_02",72,0,72,0,0,0,0,0
"KMAKL10","2013_03",102.3529,5.882353,50.58823,0,0,0,45.88235,0
"KMAKL10","2013_04",11.17647,3.529412,7.647058,0,0,0,0,0
"KMAKL10","2013_05",34.11765,12.94118,0,0,0,0,21.17647,0
"KMAKL10","2013_06",31.76471,0,8.235294,0,0,0,23.52941,0
"KMAKL10","2013_07",28.23529,.5882353,4.117647,0,0,0,23.52941,0
"KMAKL10","2013_08",75.23529,0,4.352941,0,0,0,70.88235,0
"KMAKL11","2012_11",24.11765,0,0,0,0,0,24.11765,0
"KMAKL11","2012_12",17.64706,0,0,0,0,0,17.05882,.5882353
"KMAKL11","2013_01",1.176471,0,0,0,0,0,1.176471,0
"KMAKL11","2013_02",9.705883,2.352941,0,0,0,0,7.352942,0
"KMAKL11","2013_03",42.23529,0,0,0,0,0,38.70588,3.529412
"KMAKL11","2013_04",8.788236,3.764706,0,0,0,0,5.02353,0
"KMAKL11","2013_05",21.88235,3.529412,0,0,0,0,18.35294,0
"KMAKL11","2013_06",14.61176,1.176471,0,0,0,0,13.43529,0
"KMAKL11","2013_07",18.35294,0,0,0,0,0,18.35294,0
"KMAKL11","2013_08",23.84706,0,0,0,0,0,23.84706,0
"KMAKL11","2013_09",2.352941,0,2.352941,0,0,0,0,0
"KMAKL12","2012_11",47.35294,0,0,0,0,0,47.35294,0
"KMAKL12","2012_12",147.2235,0,0,0,0,0,147.2235,0
"KMAKL12","2013_01",312.4706,0,0,0,0,0,312.4706,0
"KMAKL12","2013_02",66.12941,0,0,0,0,0,66.12941,0
"KMAKL12","2013_03",39.57647,0,0,0,0,0,39.57647,0
"KMAKL12","2013_04",62.58823,0,0,0,0,0,62.58823,0
"KMAKL12","2013_05",45.76471,0,0,0,0,0,45.76471,0
"KMAKL12","2013_06",70.63529,2.941176,0,0,0,0,67.69411,0
"KMAKL12","2013_07",73.88235,0,0,0,0,0,73.88235,0
"KMAKL12","2013_08",69.41177,0,0,0,0,0,69.41177,0
"KMAKL13","2012_11",79.05882,0,0,0,0,0,71.76471,7.294118
"KMAKL13","2012_12",177.2941,0,0,0,0,0,62.94118,114.3529
"KMAKL13","2013_01",29.41177,0,0,0,0,0,21.17647,8.235294
"KMAKL13","2013_02",131.1765,0,0,0,0,0,118.8235,12.35294
"KMAKL13","2013_03",41.29412,0,0,0,0,0,31.05882,10.23529
"KMAKL13","2013_04",79.52941,2.823529,0,0,0,0,74.11765,2.588235
"KMAKL13","2013_05",269.7647,0,0,0,0,0,269.7647,0
"KMAKL13","2013_06",150,1.764706,0,0,0,0,140.5882,7.647059
"KMAKL13","2013_07",105.0588,5.882353,0,0,0,0,84.94118,14.23529
"KMAKL13","2013_08",70.23529,0,0,0,0,0,53.52941,16.70588
"KMAKL13","2013_09",235.0235,0,0,0,0,0,225.0235,10
"KMAKL15","2012_10",-76.47059,0,0,0,0,0,0,-76.47059
"KMAKL15","2012_11",42.00001,0,0,0,23.52941,0,58.82353,-40.35293
"KMAKL15","2012_12",94.11765,0,0,0,0,0,0,94.11765
"KMAKL15","2013_01",198.2353,35.29412,0,0,0,0,0,162.9412
"KMAKL15","2013_02",180,0,0,0,0,0,0,180
"KMAKL15","2013_03",305.2941,7.058824,0,0,0,0,0,298.2353
"KMAKL15","2013_04",178.3529,0,0,0,0,0,5.882353,172.4706
"KMAKL15","2013_05",169.4118,0,0,0,0,0,58.82353,110.5882
"KMAKL15","2013_06",210.4706,0,0,0,0,0,0,210.4706
"KMAKL15","2013_07",304.7059,235.2941,0,0,0,0,0,69.41176
"KMAKL15","2013_08",259.4117,0,0,0,0,0,0,259.4117
"KMAKL15","2013_09",-7.647059,0,0,0,0,0,0,-7.647059
"KMAKL17","2012_10",131.1765,0,0,0,0,0,131.1765,0
"KMAKL17","2012_11",59.11765,0,0,0,0,0,59.11765,0
"KMAKL17","2012_12",176.7647,0,0,0,0,0,176.7647,0
"KMAKL17","2013_01",132.9412,0,0,0,0,0,132.9412,0
"KMAKL17","2013_02",267.0588,70.58823,0,0,0,0,196.4706,0
"KMAKL17","2013_03",1007.412,294.1176,0,0,0,0,713.2941,0
"KMAKL17","2013_04",260.5882,0,0,0,0,0,260.5882,0
"KMAKL17","2013_05",360.3529,0,0,0,0,0,360.3529,0
"KMAKL17","2013_06",523.5294,352.9412,5.882353,0,0,0,164.7059,0
"KMAKL17","2013_07",105.2941,17.64706,0,0,0,0,87.64706,0
"KMAKL17","2013_08",114.7059,0,0,0,0,0,114.7059,0
"KMAKL18","2012_12",47.05882,0,0,0,0,0,47.05882,0
"KMAKL18","2013_01",17.94118,0,0,0,0,0,17.94118,0
"KMAKL18","2013_02",63.25882,29.41176,0,0,0,0,33.84706,0
"KMAKL18","2013_03",114.8588,17.64706,0,0,0,0,97.21176,0
"KMAKL18","2013_04",86.17647,5.882353,0,0,0,0,80.29411,0
"KMAKL18","2013_05",24.35294,0,0,0,0,0,24.35294,0
"KMAKL18","2013_06",117.8824,2.117647,0,0,0,0,115.7647,0
"KMAKL18","2013_07",22.11765,0,0,0,0,0,22.11765,0
"KMAKL18","2013_08",174.5529,-11.76471,0,0,0,0,186.3176,0
"KMAKL19","2012_11",6.176471,0,0,0,0,0,6.176471,0
"KMAKL19","2012_12",36.52941,0,8.705883,0,0,0,19.11765,8.705882
"KMAKL19","2013_01",33.29412,0,8.82353,0,0,0,5.882353,18.58824
"KMAKL19","2013_02",26.47059,0,0,0,0,0,11.76471,14.70588
"KMAKL19","2013_03",64.08236,0,11.76471,0,0,0,6.2,46.11765
"KMAKL19","2013_04",41.29412,0,0,0,0,0,7.411765,33.88235
"KMAKL19","2013_05",35.29412,0,0,0,0,0,0,35.29412
"KMAKL19","2013_06",67.29412,0,0,0,0,0,24.23529,43.05883
"KMAKL19","2013_07",57.49412,0,0,0,0,0,23.84706,33.64706
"KMAKL19","2013_08",41.76471,0,0,0,0,0,12.11765,29.64706
