hh_ids,trx_yr_mo,inc_hh_byti,inc_hh_byti_AGRI,inc_hh_byti_CITMPC,inc_hh_byti_NEINCG,inc_hh_byti_REI,inc_hh_byti_RIOI,inc_hh_byti_RR,inc_hh_byti_SEI
"KELDK20","2012_11",106.3529,44.23529,58.82353,0,0,0,0,3.294116
"KELDK20","2012_12",80.35294,61.52941,18.82353,0,0,0,0,0
"KELDK20","2013_01",77.88235,1.411765,48.23529,0,0,7.058824,0,21.17647
"KELDK20","2013_02",46.47059,0,0,0,0,4.117647,0,42.35294
"KELDK20","2013_03",110.3529,0,61.76471,0,0,2.705883,0,45.88235
"KELDK20","2013_04",68.94118,44.23529,17.64706,0,0,0,0,7.058824
"KELDK20","2013_05",53.76471,24.35294,29.41176,0,0,0,0,0
"KELDK20","2013_06",55.29412,16.47059,38.82353,0,0,0,0,0
"KELDK20","2013_07",38.47059,1.411765,37.05882,0,0,0,0,0
"KELDK20","2013_08",37.29412,.8235294,30.58824,0,0,0,5.882353,0
"KELDK20","2013_09",52.47059,-16.47059,51.29412,0,0,0,17.64706,0
"KELDK20","2013_10",1.764706,0,1.764706,0,0,0,0,0
"KELDK21","2012_10",-14.11765,-14.11765,0,0,0,0,0,0
"KELDK21","2012_11",893.4588,314.7411,0,0,402.247,0,176.4706,0
"KELDK21","2012_12",1024.6,622.353,0,0,402.247,0,0,0
"KELDK21","2013_01",7.411765,7.411765,0,0,0,0,0,0
"KELDK21","2013_02",929.9882,266.0353,0,0,369.8353,0,294.1176,0
"KELDK21","2013_03",2525.365,2155.529,0,0,369.8353,0,0,0
"KELDK21","2013_04",576.0706,206.2353,0,0,369.8353,0,0,0
"KELDK21","2013_05",876.9294,246.9412,0,0,629.9882,0,0,0
"KELDK21","2013_06",54.11764,54.11764,0,0,0,0,0,0
"KELDK21","2013_07",489.4824,119.6471,0,0,369.8353,0,0,0
"KELDK21","2013_08",437.8353,68.58823,0,0,369.2471,0,0,0
"KELDK21","2013_09",461.0118,91.76472,0,0,369.2471,0,0,0
"KELDK21","2013_10",1.058824,1.058824,0,0,0,0,0,0
"KELDK22","2012_10",7.058824,0,0,0,7.058824,0,0,0
"KELDK22","2012_11",23.64706,0,13.52941,0,0,0,10.11765,0
"KELDK22","2012_12",10.47059,0,10.47059,0,0,0,0,0
"KELDK22","2013_01",10,0,10,0,0,0,0,0
"KELDK22","2013_02",17.29412,0,17.29412,0,0,0,0,0
"KELDK22","2013_03",28.23529,0,28.23529,0,0,0,0,0
"KELDK22","2013_04",22.41177,0,15.82353,0,0,0,6.588235,0
"KELDK22","2013_05",42.64706,0,42.64706,0,0,0,0,0
"KELDK22","2013_06",34.94118,0,34.94118,0,0,0,0,0
"KELDK22","2013_07",35.05882,0,35.05882,0,0,0,0,0
"KELDK22","2013_08",32.05882,0,19.70588,0,0,0,12.35294,0
"KELDK22","2013_09",38.05882,0,38.05882,0,0,0,0,0
"KELDK23","2012_11",1.176471,0,1.176471,0,0,0,0,0
"KELDK23","2012_12",46.47059,0,4.117647,0,42.35294,0,0,0
"KELDK23","2013_01",5.294118,0,5.294118,0,0,0,0,0
"KELDK23","2013_02",30.58824,0,4.705883,0,25.88235,0,0,0
"KELDK23","2013_03",31.76471,0,3.529412,0,28.23529,0,0,0
"KELDK23","2013_04",38.47059,0,6.705883,0,31.76471,0,0,0
"KELDK23","2013_05",28.17647,0,5.82353,0,21.17647,0,1.176471,0
"KELDK23","2013_06",48.47059,0,7.529412,0,32.94118,0,8,0
"KELDK23","2013_07",65.17647,0,28.47059,0,29.41176,0,7.294117,0
"KELDK23","2013_08",40.05883,0,10.82353,0,23.82353,0,5.411765,0
"KELDK23","2013_09",38.35294,0,16.47059,0,17.64706,0,4.235294,0
"KELDK24","2012_10",24.70588,0,4.705883,0,20,0,0,0
"KELDK24","2012_11",30.28235,0,6.352941,0,23.92941,0,0,0
"KELDK24","2012_12",27.05882,0,7.058824,0,20,0,0,0
"KELDK24","2013_02",32.35294,0,8.823529,0,23.52941,0,0,0
"KELDK24","2013_03",20.82353,0,20.82353,0,0,0,0,0
"KELDK24","2013_04",40.45882,0,15.75294,0,24.70588,0,0,0
"KELDK24","2013_05",54.16471,0,17.05882,0,34.75294,0,2.352941,0
"KELDK24","2013_06",57.41176,0,27.05882,0,29.41176,0,.9411765,0
"KELDK24","2013_07",60.37647,0,13.41176,0,33.4353,0,4.117647,9.411765
"KELDK24","2013_08",55.56471,0,12.75294,0,28.57647,0,0,14.23529
"KELDK24","2013_09",55.25882,0,3.176471,0,19.84706,0,11.76471,20.47059
"KELDK25","2012_11",1.176471,0,1.176471,0,0,0,0,0
"KELDK25","2012_12",112.9412,0,0,0,112.9412,0,0,0
"KELDK25","2013_01",14.11765,0,14.11765,0,0,0,0,0
"KELDK25","2013_02",50,0,31.76471,0,17.64706,.5882353,0,0
"KELDK25","2013_03",25.88235,0,14.11765,0,11.76471,0,0,0
"KELDK25","2013_04",36.47059,0,0,0,35.29412,0,1.176471,0
"KELDK25","2013_05",55.52941,-23.52941,5.882353,0,68.23529,0,4.941176,0
"KELDK25","2013_06",18.70588,0,11.64706,0,0,0,7.058824,0
"KELDK25","2013_07",28.58824,0,4.117647,0,21.88235,0,2.588235,0
"KELDK25","2013_08",28.70588,0,5.176471,0,23.52941,0,0,0
"KELDK25","2013_09",42.94118,0,12.47059,0,17.64706,5.882353,6.941177,0
"KELDK27","2012_11",32.58823,0,0,0,32.58823,0,0,0
"KELDK27","2013_01",29.76471,0,4.705883,0,25.05882,0,0,0
"KELDK27","2013_02",36.47059,0,7.058824,0,29.41176,0,0,0
"KELDK27","2013_03",57.41177,0,22.11765,0,35.29412,0,0,0
"KELDK27","2013_04",43.52941,0,20,0,23.52941,0,0,0
"KELDK27","2013_05",51.88235,0,23.64706,0,28.23529,0,0,0
"KELDK27","2013_06",46.11765,0,25.41177,0,20.70588,0,0,0
"KELDK27","2013_07",39.52941,0,12.94118,0,20.70588,0,5.882353,0
"KELDK27","2013_08",32.96471,0,10.94118,0,17.43529,0,4.588235,0
"KELDK27","2013_09",35.58824,0,19,0,12.35294,0,4.235294,0
"KELDK27","2013_10",4.235294,0,0,0,0,0,4.235294,0
"KELDK28","2012_10",103.5412,0,0,0,0,0,0,103.5412
"KELDK28","2012_11",89.70589,0,0,0,52.94118,0,0,36.76471
"KELDK28","2012_12",158.7059,0,0,0,41.17647,0,0,117.5294
"KELDK28","2013_01",114.2353,0,0,0,49.41177,0,0,64.82353
"KELDK28","2013_02",273.1765,0,0,0,60,0,0,213.1765
"KELDK28","2013_03",480.2353,0,0,0,104.7059,0,0,375.5294
"KELDK28","2013_04",257.3412,0,0,0,64.70588,0,0,192.6353
"KELDK28","2013_05",195.1412,-47.05882,0,0,94.11765,0,0,148.0824
"KELDK28","2013_06",508.8235,-66.47059,0,0,0,0,364.7059,210.5882
"KELDK28","2013_07",360.2118,-84.70588,0,0,96.47059,0,0,348.4471
"KELDK28","2013_08",296.5412,-58.82353,0,0,0,0,0,355.3647
"KELDK28","2013_09",209.4,-5.882353,0,0,0,0,0,215.2823
"KELDK28","2013_10",22.88235,0,0,0,0,0,0,22.88235
"KELDK29","2012_11",17.64706,0,0,0,17.64706,0,0,0
"KELDK29","2012_12",72.94118,0,0,0,72.94118,0,0,0
"KELDK29","2013_01",15.88235,0,15.88235,0,0,0,0,0
"KELDK29","2013_02",49.17647,0,49.17647,0,0,0,0,0
"KELDK29","2013_03",49.41177,0,49.41177,0,0,0,0,0
"KELDK29","2013_04",31.76471,0,31.76471,0,0,0,0,0
"KELDK29","2013_05",49.88235,0,25.88235,0,24,0,0,0
"KELDK29","2013_06",58.70588,0,42.82353,0,15.88235,0,0,0
"KELDK29","2013_07",24.35294,0,13.76471,0,10.58824,0,0,0
"KELDK29","2013_08",45.05882,0,23.88235,0,21.17647,0,0,0
"KELDK29","2013_09",16.47059,0,10.58824,0,5.882353,0,0,0
"KELDK30","2012_10",17.64706,0,0,0,17.64706,0,0,0
"KELDK30","2012_11",44,0,6.352941,0,37.64706,0,0,0
"KELDK30","2012_12",28.23529,0,0,0,28.23529,0,0,0
"KELDK30","2013_01",63.52941,0,0,0,63.52941,0,0,0
"KELDK30","2013_02",80.70589,0,10.70588,0,70,0,0,0
"KELDK30","2013_03",77.41177,0,2.117647,0,75.29412,0,0,0
"KELDK30","2013_04",74.70588,0,36.47059,0,38.23529,0,0,0
"KELDK30","2013_05",75.29411,0,8.235294,0,67.05882,0,0,0
"KELDK30","2013_06",81.17647,0,0,0,81.17647,0,0,0
"KELDK30","2013_07",68.58823,0,2.117647,0,66.47059,0,0,0
"KELDK30","2013_08",77.41177,0,4.705883,0,70,0,2.705882,0
"KELDK30","2013_09",27.64706,0,2.941176,0,24.70588,0,0,0
"KELDK31","2012_10",12.94118,0,12.94118,0,0,0,0,0
"KELDK31","2012_11",48.23529,36.47059,11.76471,0,0,0,0,0
"KELDK31","2012_12",27.05882,23.52941,3.529412,0,0,0,0,0
"KELDK31","2013_01",101.7647,94.70589,7.058824,0,0,0,0,0
"KELDK31","2013_02",9.529409,20.58824,15.29412,0,0,0,0,-26.35294
"KELDK31","2013_03",253,335.2941,11.82353,0,0,0,0,-94.11765
"KELDK31","2013_04",-10.83529,20,11.41176,0,0,0,0,-42.24706
"KELDK31","2013_05",151,54.52941,37.64706,0,0,0,0,58.82353
"KELDK31","2013_06",257.6471,218.8235,38.82353,0,0,0,0,0
"KELDK31","2013_07",20.47059,11.05882,9.411765,0,0,0,0,0
"KELDK31","2013_08",81.58823,33.29412,48.29412,0,0,0,0,0
"KELDK31","2013_09",36.47059,29.41177,7.058824,0,0,0,0,0
"KELDK32","2012_12",74.11765,0,0,0,74.11765,0,0,0
"KELDK32","2013_01",16.76471,0,10.58824,0,0,0,6.176471,0
"KELDK32","2013_02",83.52941,0,14.11765,0,69.41177,0,0,0
"KELDK32","2013_03",83.76471,0,16.47059,0,67.05882,0,.2352941,0
"KELDK32","2013_04",58.88235,0,7.117647,0,51.76471,0,0,0
"KELDK32","2013_05",114,0,24.23529,0,89.76471,0,0,0
"KELDK32","2013_06",89.70588,0,30.88235,0,58.82353,0,0,0
"KELDK32","2013_07",71.82353,0,6.058824,0,55.29412,0,10.47059,0
"KELDK32","2013_08",61.17647,0,12.70588,0,38.82353,0,9.647059,0
"KELDK32","2013_09",41.17647,0,0,0,41.17647,0,0,0
"KELDK33","2012_10",21.17647,0,21.17647,0,0,0,0,0
"KELDK33","2012_11",9.647058,0,9.647058,0,0,0,0,0
"KELDK33","2012_12",90.82352,0,4.823529,0,86,0,0,0
"KELDK33","2013_01",98.58823,0,21.29412,0,77.29411,0,0,0
"KELDK33","2013_02",98.82353,0,28.23529,0,70.58823,0,0,0
"KELDK33","2013_03",103.5882,0,32.94118,0,70.64706,0,0,0
"KELDK33","2013_04",116.6824,0,43.64706,0,60.09412,0,12.94118,0
"KELDK33","2013_05",139.2588,0,49.82353,0,89.4353,0,0,0
"KELDK33","2013_06",127.6471,0,60.35294,0,67.29411,0,0,0
"KELDK33","2013_07",122.0235,0,42.84706,0,69.64706,0,9.529411,0
"KELDK33","2013_08",97.88235,0,53.17647,0,44.70588,0,0,0
"KELDK33","2013_09",68.05882,0,47.47059,0,20.58824,0,0,0
"KELDK36","2012_11",160,160,0,0,0,0,0,0
"KELDK36","2012_12",188.2353,129.4118,0,0,58.82353,0,0,0
"KELDK36","2013_01",122.8235,0,0,0,58.82353,0,0,63.99998
"KELDK36","2013_02",179.5294,91.76471,0,0,0,0,0,87.76468
"KELDK36","2013_03",211.0588,115.2941,0,0,0,0,0,95.76468
"KELDK36","2013_04",133.6471,117.8824,0,0,0,0,0,15.7647
"KELDK36","2013_05",562.6706,223.847,0,0,258.8235,0,0,80
"KELDK36","2013_06",332,22.47059,0,0,305.8824,0,0,3.647065
"KELDK36","2013_07",336.4706,40,0,0,305.8824,0,0,-9.411766
"KELDK36","2013_08",389.4118,68.2353,0,0,307.0588,0,0,14.11765
"KELDK36","2013_09",484.9412,158.8235,0,0,305.8824,0,0,20.23529
"KELDK36","2013_10",83.29411,73.88235,0,0,0,0,0,9.411762
"KELDK37","2012_10",8.470589,0,8.470589,0,0,0,0,0
"KELDK37","2012_11",15.10588,0,32.23529,0,0,0,0,-17.12941
"KELDK37","2012_12",-40,0,35.29412,0,0,0,0,-75.29412
"KELDK37","2013_01",-4.705884,0,0,0,0,0,0,-4.705884
"KELDK37","2013_02",116.7059,37.64706,22.58824,0,0,0,0,56.47059
"KELDK37","2013_03",509.0588,541.1765,79.05882,0,0,0,0,-111.1765
"KELDK37","2013_04",72.58823,64.70588,50.35294,0,0,0,0,-42.47059
"KELDK37","2013_05",198,0,82.35294,0,0,0,27.05882,88.58824
"KELDK37","2013_06",822,729.4117,191.6471,0,0,0,0,-99.05882
"KELDK37","2013_07",275.2941,58.82353,216.4706,0,0,0,0,0
"KELDK37","2013_08",345.2941,80.58823,264.7059,0,0,0,0,0
"KELDK37","2013_09",44.70588,-11.76471,56.47059,0,0,0,0,0
"KELDK38","2012_11",100.3529,21.17647,0,0,74.11765,0,0,5.058824
"KELDK38","2012_12",805.1765,425.8824,0,0,0,0,376.4706,2.823529
"KELDK38","2013_01",373.2353,7.411765,0,0,364.7059,0,0,1.117647
"KELDK38","2013_02",407.8706,165.4118,0,0,242.4588,0,0,0
"KELDK38","2013_03",845.8235,563.4706,0,0,282.3529,0,0,0
"KELDK38","2013_04",304.3412,61.88235,0,0,242.4588,0,0,0
"KELDK38","2013_05",833.7647,60.76471,0,0,686.3529,27.82353,58.82353,0
"KELDK38","2013_06",27.77647,27.77647,0,0,0,0,0,0
"KELDK38","2013_07",413.3647,43.52941,0,0,369.8353,0,0,0
"KELDK38","2013_08",454.1176,85.35294,0,0,368.7647,0,0,0
"KELDK38","2013_09",484.9412,120,0,0,364.9412,0,0,0
"KELDK40","2012_10",35.17647,0,0,0,0,0,0,35.17647
"KELDK40","2012_11",65.17647,0,0,0,47.05882,0,0,18.11765
"KELDK40","2012_12",26.05882,0,0,0,0,0,0,26.05882
"KELDK40","2013_01",86.17647,0,0,0,35.29412,0,0,50.88235
"KELDK40","2013_02",75.29411,-39.76471,9.176471,0,0,0,0,105.8824
"KELDK40","2013_03",328.8235,40,77.05882,0,52.94118,64.70588,0,94.11765
"KELDK40","2013_04",4.705883,-140,7.058824,0,94.11765,0,0,43.52941
"KELDK40","2013_05",33.88235,0,0,0,0,0,0,33.88235
"KELDK40","2013_06",66.82352,0,0,0,88.23529,0,0,-21.41176
"KELDK40","2013_07",78.00001,0,0,0,82.35294,0,0,-4.352939
"KELDK40","2013_08",74.11765,-23.52941,0,0,82.35294,0,0,15.29412
"KELDK40","2013_09",69.17648,0,0,0,82.35294,0,0,-13.17647
"KELDL01","2013_02",70.58823,0,0,0,0,0,0,70.58823
"KELDL01","2013_03",270.5882,0,0,0,176.4706,0,58.82353,35.29412
"KELDL01","2013_04",414.1176,0,194.1176,0,176.4706,0,0,43.52941
"KELDL01","2013_05",327.0588,0,323.5294,0,0,0,38.82353,-35.29412
"KELDL01","2013_06",1123.529,0,364.7059,0,35.29412,0,17.64706,705.8823
"KELDL01","2013_07",281.1765,0,281.1765,0,0,0,0,0
"KELDL01","2013_08",396.4706,0,396.4706,0,0,0,0,0
"KELDL01","2013_09",325.8824,0,325.8824,0,0,0,0,0
"KELDL02","2012_11",51.76471,0,51.76471,0,0,0,0,0
"KELDL02","2012_12",145.8824,0,145.8824,0,0,0,0,0
"KELDL02","2013_01",135.2941,0,135.2941,0,0,0,0,0
"KELDL02","2013_02",220,0,172.9412,0,0,47.05882,0,0
"KELDL02","2013_03",278.8235,0,231.7647,0,0,47.05882,0,0
