hh_ids,m_ids_owner,trx_yr_mo,inc_i_byti,inc_i_byti_AGRI,inc_i_byti_CITMPC,inc_i_byti_NEINCG,inc_i_byti_REI,inc_i_byti_RIOI,inc_i_byti_RR,inc_i_byti_SEI
"KELDS15","58134363781800000","2012_10",2.470588,2.470588,0,0,0,0,0,0
"KELDS15","58134363781800000","2012_11",1.882353,1.882353,0,0,0,0,0,0
"KELDS15","58134363781800000","2013_01",2.588235,2.588235,0,0,0,0,0,0
"KELDS16","58134436874000000","2012_10",118.8235,0,0,0,0,0,118.8235,0
"KELDS16","58134436874000000","2012_11",29.70588,0,11.76471,0,0,0,17.94118,0
"KELDS16","58134436874000000","2012_12",56.17647,0,18.52941,0,0,0,37.64706,0
"KELDS16","58134436874000000","2013_01",15.52941,0,7.294118,0,0,0,8.235294,0
"KELDS16","58134436874000000","2013_02",21.76471,0,14.11765,0,0,0,7.647059,0
"KELDS16","58134436874000000","2013_03",44.78823,0,24.47059,0,0,0,20.31765,0
"KELDS16","58134436874000000","2013_04",66.2,0,42.35294,0,0,0,23.84706,0
"KELDS16","58134436874000000","2013_05",59.96471,0,47.88235,0,0,0,12.08235,0
"KELDS16","58134436874000000","2013_06",45.88235,0,45.88235,0,0,0,0,0
"KELDS16","58134436874000000","2013_07",44.35294,0,44.35294,0,0,0,0,0
"KELDS16","58134436874000000","2013_08",47.05882,0,47.05882,0,0,0,0,0
"KELDS16","58134436874000000","2013_09",27.64706,0,27.64706,0,0,0,0,0
"KELDS17","58134433254800000","2012_11",111.7647,0,0,0,111.7647,0,0,0
"KELDS17","58134433254800000","2012_12",52.94118,0,0,0,52.94118,0,0,0
"KELDS17","58134433254800000","2013_02",47.05882,0,0,0,47.05882,0,0,0
"KELDS17","58134433254800000","2013_03",47.05882,0,0,0,47.05882,0,0,0
"KELDS17","58134433254800000","2013_04",47.05882,0,0,0,47.05882,0,0,0
"KELDS17","58134433254800000","2013_06",14.11765,0,14.11765,0,0,0,0,0
"KELDS17","58134433254800000","2013_07",7.058824,0,7.058824,0,0,0,0,0
"KELDS17","58134433388100000","2012_10",3.294118,3.294118,0,0,0,0,0,0
"KELDS17","58134433388100000","2012_11",42.88235,42.88235,0,0,0,0,0,0
"KELDS17","58134433388100000","2013_01",54.6353,49.92941,0,0,0,0,4.705883,0
"KELDS17","58134433388100000","2013_02",36.94118,36.94118,0,0,0,0,0,0
"KELDS17","58134433388100000","2013_03",-41.94117,-44.29412,2.352941,0,0,0,0,0
"KELDS17","58134433388100000","2013_04",-5.294115,-53.52941,11.76471,0,0,0,36.47059,0
"KELDS17","58134433388100000","2013_05",138.5412,37.17647,24.11765,0,0,0,77.24706,0
"KELDS17","58134433388100000","2013_06",59.84706,21.29412,6.470589,0,0,0,32.08235,0
"KELDS17","58134433388100000","2013_07",23.52941,0,0,0,0,0,23.52941,0
"KELDS17","58134433388100000","2013_08",23.52941,0,0,0,0,0,23.52941,0
"KELDS17","58134433388100000","2013_09",5.882353,0,0,0,0,0,5.882353,0
"KELDS18","58134440722400000","2012_10",47.05882,0,0,0,0,0,47.05882,0
"KELDS18","58134440722400000","2012_11",17.64706,0,0,0,0,0,17.64706,0
"KELDS18","58134440722400000","2012_12",63.52941,0,0,0,0,0,63.52941,0
"KELDS18","58134440722400000","2013_01",28.23529,0,0,0,0,0,28.23529,0
"KELDS18","58134440722400000","2013_02",47.05882,0,0,0,0,0,47.05882,0
"KELDS18","58134440722400000","2013_03",.9411765,.9411765,0,0,0,0,0,0
"KELDS18","58134440722400000","2013_04",18.67059,-11.05882,0,0,0,0,29.72941,0
"KELDS18","58134440722400000","2013_05",78.51765,2.588235,30.58824,0,0,0,45.34118,0
"KELDS18","58134440722400000","2013_06",52.2,-11.05882,8.823529,0,0,0,54.4353,0
"KELDS18","58134440722400000","2013_07",106.2,-5.882353,0,0,0,0,112.0824,0
"KELDS18","58134440722400000","2013_08",52.35294,0,1.176471,0,0,0,51.17647,0
"KELDS18","58134440722400000","2013_09",127.1176,0,0,0,0,0,127.1176,0
"KELDS18","58134440722400000","2013_10",15.05882,0,0,0,0,0,15.05882,0
"KELDS19","58134407511100000","2012_11",11.76471,0,11.76471,0,0,0,0,0
"KELDS19","58134407511100000","2013_02",5.882353,0,5.882353,0,0,0,0,0
"KELDS19","58134407511100000","2013_03",5.882353,0,5.882353,0,0,0,0,0
"KELDS19","58134407652600000","2012_11",99.48235,0,0,0,0,0,0,99.48235
"KELDS19","58134407652600000","2012_12",65.64706,0,0,0,0,0,0,65.64706
"KELDS19","58134407652600000","2013_01",67.29412,0,0,0,0,0,0,67.29412
"KELDS19","58134407652600000","2013_02",56.58823,0,0,0,0,0,0,56.58823
"KELDS19","58134407652600000","2013_03",49.41176,0,0,0,0,0,0,49.41176
"KELDS19","58134407652600000","2013_04",104.7059,0,0,0,0,0,0,104.7059
"KELDS19","58134407652600000","2013_05",107.0588,0,0,0,0,0,0,107.0588
"KELDS19","58134407652600000","2013_06",105.0588,0,0,0,0,0,0,105.0588
"KELDS19","58134407652600000","2013_07",82.23529,0,0,0,0,0,0,82.23529
"KELDS19","58134407652600000","2013_08",70.23528,0,0,0,0,0,0,70.23528
"KELDS19","58134407652600000","2013_09",34.70589,0,0,0,0,0,0,34.70589
"KELDS20","58134398914700000","2012_10",51.76471,0,51.76471,0,0,0,0,0
"KELDS20","58134398914700000","2012_11",61.17647,0,61.17647,0,0,0,0,0
"KELDS20","58134398914700000","2012_12",70,0,46.47059,0,0,0,23.52941,0
"KELDS20","58134398914700000","2013_01",42.35294,0,42.35294,0,0,0,0,0
"KELDS20","58134398914700000","2013_02",57.64706,0,57.64706,0,0,0,0,0
"KELDS20","58134398914700000","2013_03",70.58823,0,56.47059,0,0,14.11765,0,0
"KELDS20","58134398914700000","2013_04",224.7059,0,0,0,105.8824,54.11765,64.70588,0
"KELDS20","58134398914700000","2013_05",-10,-41.17647,13.52941,0,0,0,17.64706,0
"KELDS20","58134398914700000","2013_06",30.94118,0,30.94118,0,0,0,0,0
"KELDS20","58134398914700000","2013_07",83.52941,0,36.47059,0,47.05882,0,0,0
"KELDS20","58134398914700000","2013_08",25.88235,0,25.88235,0,0,0,0,0
"KELDS20","58134398914700000","2013_09",13.76471,0,13.76471,0,0,0,0,0
"KELDS20","58134399068700000","2012_11",2.352941,2.352941,0,0,0,0,0,0
"KELDS20","58134399068700000","2012_12",7.058824,7.058824,0,0,0,0,0,0
"KELDS20","58134399068700000","2013_02",2.235294,2.235294,0,0,0,0,0,0
"KELDS20","58134399068700000","2013_03",22.35294,1.176471,0,0,0,0,0,21.17647
"KELDS20","58134399068700000","2013_04",45.88235,0,0,0,0,0,0,45.88235
"KELDS20","58134399068700000","2013_05",4.117647,4.117647,0,0,0,0,0,0
"KELDS20","58134399068700000","2013_06",1.764706,0,0,0,0,0,1.764706,0
"KELDS20","58134399068700000","2013_07",3.294118,0,0,0,0,0,3.294118,0
"KELDS23","58134434718200000","2012_10",20.28235,0,0,0,0,0,0,20.28235
"KELDS23","58134434718200000","2012_11",69.27059,0,0,0,55.88235,0,0,13.38824
"KELDS23","58134434718200000","2012_12",247.6471,0,14.11765,0,233.5294,0,0,0
"KELDS23","58134434718200000","2013_01",62.94118,0,9.411765,0,53.52941,0,0,0
"KELDS23","58134434718200000","2013_02",70.58823,0,0,0,70.58823,0,0,0
"KELDS23","58134434718200000","2013_03",27.05883,0,1.764706,0,35.29412,0,0,-9.999996
"KELDS23","58134434718200000","2013_04",89.41177,0,3.529412,0,70.58823,0,0,15.29413
"KELDS23","58134434718200000","2013_05",44.11766,0,2.352941,0,0,0,0,41.76472
"KELDS23","58134434718200000","2013_06",34.11765,0,0,0,35.29412,0,0,-1.176466
"KELDS23","58134434718200000","2013_07",-158.8235,0,4.705883,0,35.29412,0,5.882353,-204.7059
"KELDS23","58134434718200000","2013_08",64.47059,0,0,0,35.29412,0,0,29.17647
"KELDS23","58134434718200000","2013_09",-4.705885,0,0,0,23.52941,0,0,-28.2353
"KELDS23","HH","2012_10",56.47059,0,0,0,0,56.47059,0,0
"KELDS23","HH","2012_11",88.2353,0,0,0,0,88.2353,0,0
"KELDS23","HH","2013_01",82.35294,0,0,0,0,0,82.35294,0
"KELDS23","HH","2013_02",107.0588,0,0,0,0,0,107.0588,0
"KELDS23","HH","2013_03",90.58824,0,0,0,0,0,90.58824,0
"KELDS24","58134391277200000","2012_10",15.29412,0,15.29412,0,0,0,0,0
"KELDS24","58134391277200000","2012_11",28.23529,0,24.11765,0,0,4.117647,0,0
"KELDS24","58134391277200000","2012_12",18.23529,0,0,0,0,18.23529,0,0
"KELDS24","58134391277200000","2013_01",24.70588,0,0,0,0,24.70588,0,0
"KELDS24","58134391277200000","2013_02",70.82353,0,7.058824,0,0,0,63.76471,0
"KELDS24","58134391277200000","2013_03",25.29412,0,0,0,0,0,25.29412,0
"KELDS24","58134391277200000","2013_04",6.2,-5.882353,0,0,0,0,12.08235,0
"KELDS24","58134391277200000","2013_05",23.52941,0,23.52941,0,0,0,0,0
"KELDS24","58134391277200000","2013_06",11.76471,0,10.58824,0,0,0,1.176471,0
"KELDS24","58134391277200000","2013_07",63.52941,0,63.52941,0,0,0,0,0
"KELDS24","58134391277200000","2013_08",72.35294,0,72.35294,0,0,0,0,0
"KELDS24","58134391277200000","2013_09",17.64706,0,17.64706,0,0,0,0,0
"KELDS24","58134391478200000","2012_10",14.82353,0,0,0,0,0,0,14.82353
"KELDS24","58134391478200000","2012_11",25.58823,0,0,0,0,0,0,25.58823
"KELDS24","58134391478200000","2012_12",6.352935,0,0,0,0,0,0,6.352935
"KELDS24","58134391478200000","2013_01",23.82352,0,0,0,0,0,0,23.82352
"KELDS24","58134391478200000","2013_02",9.705878,0,0,0,0,0,.7058824,8.999995
"KELDS24","58134391478200000","2013_03",67.7647,0,0,0,0,0,50.58823,17.17647
"KELDS24","58134391478200000","2013_04",51.17646,0,15.88235,0,0,0,11.76471,23.52941
"KELDS24","58134391478200000","2013_05",17.64706,0,15.29412,0,0,0,2.352941,0
"KELDS24","58134391478200000","2013_06",19.7647,0,0,0,0,0,1.647059,18.11764
"KELDS24","58134391478200000","2013_07",17.62352,0,0,0,0,0,0,17.62352
"KELDS24","58134391478200000","2013_08",8.823527,0,0,0,0,0,0,8.823527
"KELDS26","58134466070900000","2013_03",117.6471,117.6471,0,0,0,0,0,0
"KELDS26","58134466070900000","2013_04",29.41176,29.41176,0,0,0,0,0,0
"KELDS26","58134466070900000","2013_05",-29.41176,-29.41176,0,0,0,0,0,0
"KELDS26","58134466070900000","2013_06",36.07059,-11.76471,0,0,0,0,47.83529,0
"KELDS26","58134466180200000","2012_11",22.64706,0,0,0,0,0,0,22.64706
"KELDS26","58134466180200000","2012_12",81.91765,0,0,0,0,0,0,81.91765
"KELDS26","58134466180200000","2013_01",41.89412,0,0,0,0,0,0,41.89412
"KELDS26","58134466180200000","2013_02",66.24706,0,0,0,0,0,0,66.24706
"KELDS26","58134466180200000","2013_03",66.47059,0,0,0,0,0,0,66.47059
"KELDS26","58134466180200000","2013_04",98.82353,0,0,0,0,0,0,98.82353
"KELDS26","58134466180200000","2013_05",92.70588,0,0,0,0,0,0,92.70588
"KELDS26","58134466180200000","2013_06",49.88235,0,0,0,0,0,0,49.88235
"KELDS26","58134466180200000","2013_07",66.47059,0,0,0,0,0,0,66.47059
"KELDS26","58134466180200000","2013_08",22.35294,0,0,0,0,0,0,22.35294
"KELDS26","58134466180200000","2013_09",22.82353,0,0,0,0,0,0,22.82353
"KELDS26","HH","2012_12",28.23529,0,0,0,0,28.23529,0,0
"KELDS26","HH","2013_02",14.11765,0,0,0,0,14.11765,0,0
"KELDS26","HH","2013_03",18.82353,0,0,0,0,18.82353,0,0
"KELDS26","HH","2013_04",5.882353,0,0,0,0,5.882353,0,0
"KELDS26","HH","2013_05",11.17647,0,0,0,0,11.17647,0,0
"KELDS26","HH","2013_06",9.058824,0,0,0,0,9.058824,0,0
"KELDS26","HH","2013_07",3.529412,0,0,0,0,3.529412,0,0
"KELDS26","HH","2013_09",9.411765,0,0,0,0,9.411765,0,0
"KELDS27","58134437425900000","2012_10",10.58824,0,10.58824,0,0,0,0,0
"KELDS27","58134437425900000","2012_11",6.470589,0,6.470589,0,0,0,0,0
"KELDS27","58134437425900000","2012_12",20.58824,0,20.58824,0,0,0,0,0
"KELDS27","58134437425900000","2013_01",18.23529,0,18.23529,0,0,0,0,0
"KELDS27","58134437425900000","2013_02",17.05882,0,17.05882,0,0,0,0,0
"KELDS27","58134437425900000","2013_03",11,0,10.58824,0,0,0,.4117647,0
"KELDS27","58134437425900000","2013_04",91.76471,0,91.76471,0,0,0,0,0
"KELDS27","58134437425900000","2013_05",149.4118,0,149.4118,0,0,0,0,0
"KELDS27","58134437425900000","2013_06",67.05882,0,67.05882,0,0,0,0,0
"KELDS27","58134437425900000","2013_07",50.58824,0,50.58824,0,0,0,0,0
"KELDS27","58134437425900000","2013_08",49.41177,0,49.41177,0,0,0,0,0
"KELDS27","58134437425900000","2013_09",2.352941,0,2.352941,0,0,0,0,0
"KELDS27","58134437581200000","2012_10",4.705883,0,4.705883,0,0,0,0,0
"KELDS27","58134437581200000","2012_11",8.235294,0,8.235294,0,0,0,0,0
"KELDS27","58134437581200000","2012_12",8.235294,0,8.235294,0,0,0,0,0
"KELDS27","58134437581200000","2013_01",8.470589,0,8.470589,0,0,0,0,0
"KELDS27","58134437581200000","2013_02",2.235294,0,1.764706,0,0,0,.4705882,0
"KELDS27","58134437581200000","2013_03",5.294118,0,5.294118,0,0,0,0,0
"KELDS27","58134437581200000","2013_04",18.82353,0,18.82353,0,0,0,0,0
"KELDS27","58134437581200000","2013_05",7.411765,0,6.470589,0,0,0,.9411765,0
"KELDS27","58134437581200000","2013_06",10.58824,0,10.58824,0,0,0,0,0
"KELDS27","58134437581200000","2013_07",5.294118,0,5.294118,0,0,0,0,0
"KELDS27","58134437581200000","2013_08",1.176471,0,1.176471,0,0,0,0,0
"KELDS28","58134444870500000","2012_11",31.64706,31.64706,0,0,0,0,0,0
"KELDS28","58134444870500000","2012_12",36.47059,36.47059,0,0,0,0,0,0
"KELDS28","58134444870500000","2013_01",36.47059,36.47059,0,0,0,0,0,0
"KELDS28","58134444870500000","2013_02",42.11765,35.05883,1.176471,0,0,0,5.882353,0
"KELDS28","58134444870500000","2013_03",75.64706,55.64706,12.94118,0,0,0,7.058824,0
"KELDS28","58134444870500000","2013_04",21.17647,-17.41176,4.705883,0,0,0,33.88235,0
"KELDS28","58134444870500000","2013_05",57.41177,36.23529,2.352941,0,0,0,18.82353,0
"KELDS28","58134444870500000","2013_06",35.17647,24.35294,0,0,0,0,10.82353,0
"KELDS28","58134444870500000","2013_07",32.47059,21.17647,5.294118,0,0,0,6,0
"KELDS28","58134444870500000","2013_08",21.76471,15.88235,5.882353,0,0,0,0,0
"KELDS28","58134444870500000","2013_09",11.76471,0,0,0,0,0,11.76471,0
"KELDS28","58135965540500000","2013_02",7.058824,0,7.058824,0,0,0,0,0
"KELDS28","HH","2013_03",35.87059,0,0,0,0,0,35.87059,0
"KELDS28","HH","2013_05",12.08235,0,0,0,0,0,12.08235,0
"KMAKE01","63134424674400000","2012_10",41.52941,0,0,0,0,0,39.41177,2.117647
"KMAKE01","63134424674400000","2012_11",27.76471,-1.764706,0,0,0,0,24.82353,4.705883
"KMAKE01","63134424674400000","2012_12",40,0,0,0,0,0,40,0
"KMAKE01","63134424674400000","2013_01",6.176471,0,0,0,0,0,6.176471,0
"KMAKE01","63134424674400000","2013_02",36.29412,0,0,0,0,0,31.58824,4.705883
"KMAKE01","63134424674400000","2013_03",23.88235,-3.529412,0,0,0,0,22.70588,4.705883
"KMAKE01","63134424674400000","2013_04",28.58824,0,0,0,0,0,26.23529,2.352941
"KMAKE01","63134424674400000","2013_05",50.4,0,0,0,0,0,43.34118,7.058824
"KMAKE01","63134424674400000","2013_06",69.57647,0,0,0,0,0,61.34118,8.235294
"KMAKE01","63134424674400000","2013_07",26.94118,0,0,0,0,0,18.70588,8.235294
"KMAKE01","63134424674400000","2013_08",54.47059,0,0,0,0,0,54.47059,0
"KMAKE01","63134424674400000","2013_09",6.2,0,0,0,0,0,6.2,0
"KMAKE03","63134450468300000","2012_12",38.82353,0,0,0,0,0,38.82353,0
"KMAKE03","63134450468300000","2013_01",10.58824,0,0,0,0,0,4.705883,5.882353
"KMAKE03","63134450468300000","2013_02",31.52941,0,0,0,0,0,28,3.529412
"KMAKE03","63134450468300000","2013_03",61.96471,0,8.823529,0,0,0,53.14117,0
"KMAKE03","63134450468300000","2013_04",2.705882,0,0,0,0,0,2.705882,0
"KMAKE03","63134450468300000","2013_05",39.05882,0,0,0,0,0,28.47059,10.58824
"KMAKE03","63134450468300000","2013_06",56.47059,0,12.35294,0,0,0,44.11765,0
"KMAKE03","63134450468300000","2013_07",68.87059,1.058824,0,0,0,0,65.45882,2.352941
"KMAKE03","63134450468300000","2013_08",41.29412,0,3.529412,0,0,0,30.70588,7.058824
"KMAKE03","63134450468300000","2013_09",29.72941,0,0,0,0,0,26.2,3.529412
"KMAKE05","63134449728600000","2012_10",-22.82353,0,0,0,0,0,0,-22.82353
"KMAKE05","63134449728600000","2012_11",113.5882,-1.764706,0,0,0,0,28.82353,86.52941
"KMAKE05","63134449728600000","2012_12",67.35294,0,0,0,0,0,23.52941,43.82354
"KMAKE05","63134449728600000","2013_01",28.05882,-3.529412,0,0,0,0,17.64706,13.94117
"KMAKE05","63134449728600000","2013_02",56.81176,-2.352941,0,0,0,0,17.96471,41.2
"KMAKE05","63134449728600000","2013_03",84.08235,-15.52941,0,0,0,0,41.49412,58.11765
"KMAKE05","63134449728600000","2013_04",-26.0353,-9.411765,0,0,0,0,23.84706,-40.47059
"KMAKE05","63134449728600000","2013_05",47.67059,0,0,0,0,0,8.552941,39.11765
"KMAKE05","63134449728600000","2013_06",107.6471,0,0,0,0,0,52.94118,54.70588
"KMAKE05","63134449728600000","2013_07",6.999996,0,0,0,0,0,0,6.999996
"KMAKE05","63134449728600000","2013_08",206.4118,-3.529412,0,0,0,0,11.76471,198.1765
"KMAKE05","63134449728600000","2013_09",17.05882,-4.705883,0,0,0,0,0,21.76471
"KMAKE06","63134425702500000","2012_11",-10.58824,-10.58824,0,0,0,0,0,0
"KMAKE06","63134425702500000","2012_12",-3.529412,-3.529412,0,0,0,0,0,0
"KMAKE06","63134425702500000","2013_02",-4.705883,-4.705883,0,0,0,0,0,0
"KMAKE06","63134425702500000","2013_03",-1.447059,-13.52941,0,0,0,0,12.08235,0
"KMAKE06","63134425702500000","2013_04",-19.41176,-19.41176,0,0,0,0,0,0
"KMAKE06","63134425702500000","2013_05",-2.352941,-2.352941,0,0,0,0,0,0
"KMAKE06","63134425702500000","2013_07",1.882353,1.882353,0,0,0,0,0,0
"KMAKE06","63134425702500000","2013_08",12.11765,0,0,0,0,0,12.11765,0
"KMAKE06","HH","2012_10",4.705883,0,0,0,0,0,0,4.705883
"KMAKE06","HH","2012_11",84,0,0,0,0,0,0,84
"KMAKE06","HH","2012_12",70.11765,0,0,0,0,0,0,70.11765
"KMAKE06","HH","2013_01",183.0588,0,0,0,0,0,0,183.0588
"KMAKE06","HH","2013_02",73.88235,0,0,0,0,0,0,73.88235
"KMAKE06","HH","2013_03",141.8824,0,0,0,0,0,0,141.8824
"KMAKE06","HH","2013_04",82.58824,0,0,0,0,0,0,82.58824
"KMAKE06","HH","2013_05",123.6471,0,0,0,0,0,0,123.6471
"KMAKE06","HH","2013_06",129.2941,0,0,0,0,0,0,129.2941
"KMAKE06","HH","2013_07",17.05883,0,0,0,0,0,0,17.05883
"KMAKE06","HH","2013_08",150.9059,0,0,0,0,0,0,150.9059
"KMAKE06","HH","2013_09",103.5294,0,0,0,0,0,0,103.5294
"KMAKE07","63134362976500000","2012_10",35.29412,0,0,0,0,0,0,35.29412
"KMAKE07","63134362976500000","2012_11",29.64706,0,0,0,0,0,0,29.64706
"KMAKE07","63134362976500000","2012_12",56.70588,0,0,0,0,0,0,56.70588
"KMAKE07","63134362976500000","2013_01",45.88235,0,0,0,0,0,0,45.88235
"KMAKE07","63134362976500000","2013_02",51.05882,23.52941,0,0,0,0,0,27.52941
"KMAKE07","63134362976500000","2013_03",38.16471,0,0,0,0,0,0,38.16471
"KMAKE07","63134362976500000","2013_04",40.82353,0,0,0,0,0,0,40.82353
"KMAKE07","63134362976500000","2013_05",23.41177,0,0,0,0,0,0,23.41177
"KMAKE07","63134362976500000","2013_06",35.64706,0,0,0,0,0,0,35.64706
"KMAKE07","63134362976500000","2013_07",16.11765,0,0,0,0,0,0,16.11765
"KMAKE07","63134362976500000","2013_08",43.76471,0,0,0,0,0,0,43.76471
"KMAKE07","63134362976500000","2013_09",57.41177,0,0,0,0,0,0,57.41177
"KMAKE07","63134363237200000","2012_10",17.76471,0,0,0,0,0,0,17.76471
"KMAKE07","63134363237200000","2012_11",77.05882,20,0,0,0,0,26.47059,30.58824
"KMAKE07","63134363237200000","2012_12",58.52941,17.64706,0,0,0,0,29.70588,11.17647
"KMAKE07","63134363237200000","2013_01",4.470588,-1.882353,.4705882,0,0,0,0,5.882353
"KMAKE07","63134363237200000","2013_02",79.52941,0,6.117647,0,0,5.882353,67.52941,0
"KMAKE07","63134363237200000","2013_03",30.94118,0,0,0,0,0,23.88235,7.058824
"KMAKE07","63134363237200000","2013_04",23.23529,-7.117647,0,0,0,0,12.11765,18.23529
"KMAKE07","63134363237200000","2013_05",39.82353,10.58823,0,0,0,.5882353,17.64706,11
"KMAKE07","63134363237200000","2013_06",29.76471,-3.176471,0,0,0,0,16.47059,16.47059
"KMAKE07","63134363237200000","2013_07",30.58824,0,0,0,0,0,0,30.58824
"KMAKE07","63134363237200000","2013_08",18.58824,0,0,0,0,0,0,18.58824
"KMAKE07","63134363237200000","2013_09",69.41177,0,0,0,0,0,0,69.41177
"KMAKE07","HH","2012_10",7.058824,0,0,0,0,0,0,7.058824
"KMAKE07","HH","2012_11",31.76471,0,0,15.29412,0,0,0,16.47059
"KMAKE07","HH","2012_12",28.23529,0,0,0,0,0,0,28.23529
"KMAKE07","HH","2013_01",10.35294,0,0,0,0,4.470588,0,5.882353
"KMAKE07","HH","2013_02",33.52941,0,0,0,0,0,0,33.52941
"KMAKE07","HH","2013_03",21.17647,0,0,0,0,0,0,21.17647
"KMAKE07","HH","2013_04",6.470588,-14.70588,0,0,0,0,0,21.17647
"KMAKE07","HH","2013_05",35.29412,0,0,0,0,0,0,35.29412
"KMAKE07","HH","2013_06",10.58824,0,0,0,0,0,0,10.58824
"KMAKE07","HH","2013_07",15.29412,0,0,0,0,0,0,15.29412
"KMAKE07","HH","2013_08",21.76471,0,0,0,0,0,0,21.76471
"KMAKE07","HH","2013_09",8.823529,0,0,0,0,0,0,8.823529
"KMAKE08","63134364973600000","2013_02",5.882353,0,0,0,0,0,5.882353,0
"KMAKE08","63134364973600000","2013_03",8.588235,0,0,0,0,0,8.588235,0
"KMAKE08","63134364973600000","2013_04",5.882353,0,0,0,0,5.882353,0,0
"KMAKE08","63134364973600000","2013_06",4.705883,0,0,0,0,0,4.705883,0
"KMAKE08","63134364973600000","2013_07",3.847059,0,0,0,0,0,3.847059,0
"KMAKE08","63134364973600000","2013_08",5.882353,0,0,0,0,0,5.882353,0
"KMAKE08","63134364973600000","2013_09",5.882353,0,0,0,0,0,5.882353,0
"KMAKE08","63134365203900000","2012_10",5.17647,0,0,0,0,0,0,5.17647
"KMAKE08","63134365203900000","2012_11",-24.94118,-25.88235,0,0,0,0,0,.9411777
"KMAKE08","63134365203900000","2012_12",-7.058821,0,0,0,0,0,0,-7.058821
"KMAKE08","63134365203900000","2013_01",42.11765,-8.588236,7.058824,0,0,0,0,43.64706
"KMAKE08","63134365203900000","2013_02",-14.35294,0,0,0,0,0,0,-14.35294
"KMAKE08","63134365203900000","2013_03",-32.35294,-75.29411,70.58823,0,0,0,0,-27.64706
"KMAKE08","63134365203900000","2013_04",42.11765,-4.117647,24.70588,0,0,0,0,21.52941
"KMAKE08","63134365203900000","2013_05",-10.82353,-11.76471,44.70588,0,0,7.058824,0,-50.82353
"KMAKE08","63134365203900000","2013_06",8.117649,0,54.11765,0,0,0,0,-46
"KMAKE08","63134365203900000","2013_07",75.0353,-2,88.2353,0,0,0,0,-11.2
"KMAKE08","63134365203900000","2013_08",-97.76471,-100,85.88235,0,0,0,0,-83.64706
"KMAKE08","63134365203900000","2013_09",19.88235,7.882353,29.41176,0,0,0,0,-17.41176
"KMAKE09","63134389911000000","2013_08",29.41176,0,0,0,0,0,29.41176,0
"KMAKE09","63134390012700000","2012_11",23.52941,23.52941,0,0,0,0,0,0
"KMAKE09","63134390012700000","2012_12",5.623529,-18.37647,0,0,0,0,24,0
"KMAKE09","63134390012700000","2013_02",-2.941176,-2.941176,0,0,0,0,0,0
"KMAKE09","63134390012700000","2013_03",-20,-27.05882,0,0,0,0,0,7.058824
"KMAKE09","63134390012700000","2013_04",56.47059,21.17647,0,0,0,0,35.29412,0
"KMAKE09","63134390012700000","2013_05",63.52942,63.52942,0,0,0,0,0,0
"KMAKE09","63134390012700000","2013_06",50.94118,50.94118,0,0,0,0,0,0
"KMAKE09","63134390012700000","2013_07",54.35294,54.35294,0,0,0,0,0,0
"KMAKE09","63134390012700000","2013_08",122.1176,51.52942,0,0,0,0,70.58823,0
"KMAKE09","63134390012700000","2013_09",-12.94118,-24.70588,0,0,0,0,11.76471,0
"KMAKE09","HH","2012_10",1.647059,0,0,0,0,0,0,1.647059
"KMAKE09","HH","2012_11",27.52941,0,0,0,0,0,0,27.52941
"KMAKE09","HH","2012_12",48.47059,0,0,0,0,0,0,48.47059
"KMAKE09","HH","2013_01",52.47059,0,0,0,0,0,0,52.47059
"KMAKE09","HH","2013_02",7.294118,0,0,0,0,0,0,7.294118
"KMAKE09","HH","2013_03",42.11765,0,0,0,0,0,0,42.11765
"KMAKE09","HH","2013_04",22.58824,0,0,0,0,0,0,22.58824
"KMAKE09","HH","2013_05",14.82353,0,0,0,0,0,0,14.82353
"KMAKE09","HH","2013_06",14.58824,0,0,0,0,0,0,14.58824
"KMAKE09","HH","2013_07",20.23529,0,0,0,0,0,0,20.23529
"KMAKE09","HH","2013_08",18.82353,0,0,0,0,0,0,18.82353
"KMAKE09","HH","2013_09",7.529412,0,0,0,0,0,0,7.529412
"KMAKE10","63134373467400000","2012_10",205.8824,23.52941,0,0,0,0,182.3529,0
"KMAKE10","63134373467400000","2012_11",189.647,-13.88235,0,0,0,0,203.5294,0
"KMAKE10","63134373467400000","2012_12",194.1176,0,0,0,0,0,194.1176,0
"KMAKE10","63134373467400000","2013_01",135.8824,0,0,0,0,0,135.8824,0
"KMAKE10","63134373467400000","2013_02",152.9412,0,0,0,0,0,152.9412,0
"KMAKE10","63134373467400000","2013_03",189.1765,-5.294118,0,0,0,0,194.4706,0
"KMAKE10","63134373467400000","2013_04",214.1176,-17.64706,0,0,0,0,231.7647,0
"KMAKE10","63134373467400000","2013_05",164.7059,0,0,0,0,0,164.7059,0
"KMAKE10","63134373467400000","2013_06",189.4118,0,0,0,0,0,189.4118,0
"KMAKE10","63134373467400000","2013_07",201.6118,47.05882,0,0,0,0,154.5529,0
"KMAKE10","63134373467400000","2013_08",359.7647,0,0,0,0,0,359.7647,0
"KMAKE10","63134373467400000","2013_09",223.5294,0,0,0,0,0,223.5294,0
"KMAKE11","63134399377500000","2012_10",41.17647,0,0,0,0,0,41.17647,0
"KMAKE11","63134399377500000","2012_11",146.1765,-4.117647,0,0,0,0,150.2941,0
"KMAKE11","63134399377500000","2012_12",220,-5.882353,0,0,0,0,225.8824,0
"KMAKE11","63134399377500000","2013_01",35.29412,0,0,0,0,0,35.29412,0
