hh_ids,trx_yr_mo,rem_hh_count_byti,rem_hh_abs_byti,rem_hh_net_byti,rem_hh_count_byti_RG,rem_hh_abs_byti_RG,rem_hh_count_byti_RR,rem_hh_abs_byti_RR,rem_hh_count_byti_cash,rem_hh_abs_byti_cash,rem_hh_net_byti_cash,rem_hh_count_byti_inkind,rem_hh_abs_byti_inkind,rem_hh_net_byti_inkind,rem_hh_count_byti_mm,rem_hh_abs_byti_mm,rem_hh_net_byti_mm,rem_hh_count_byti_other,rem_hh_abs_byti_other,rem_hh_net_byti_other
"KMAKL13","2013_04",5,74.11765,74.11765,0,0,5,74.11765,5,74.11765,74.11765,0,0,0,0,0,0,0,0,0
"KMAKL13","2013_05",6,269.7647,269.7647,0,0,6,269.7647,4,31.76471,31.76471,0,0,0,2,238,238,0,0,0
"KMAKL13","2013_06",7,140.5882,140.5882,0,0,7,140.5882,3,23.52941,23.52941,1,38.82353,38.82353,3,78.2353,78.2353,0,0,0
"KMAKL13","2013_07",9,84.94118,84.94118,0,0,9,84.94118,8,78.11765,78.11765,1,6.823529,6.823529,0,0,0,0,0,0
"KMAKL13","2013_08",3,53.52941,53.52941,0,0,3,53.52941,1,5.882353,5.882353,0,0,0,2,47.64706,47.64706,0,0,0
"KMAKL13","2013_09",4,230.9059,219.1412,1,5.882353,3,225.0235,2,102.3529,90.58823,0,0,0,2,128.5529,128.5529,0,0,0
"KMAKL15","2012_11",1,58.82353,58.82353,0,0,1,58.82353,1,58.82353,58.82353,0,0,0,0,0,0,0,0,0
"KMAKL15","2013_04",1,5.882353,5.882353,0,0,1,5.882353,1,5.882353,5.882353,0,0,0,0,0,0,0,0,0
"KMAKL15","2013_05",1,58.82353,58.82353,0,0,1,58.82353,1,58.82353,58.82353,0,0,0,0,0,0,0,0,0
"KMAKL15","2013_06",1,11.76471,-11.76471,1,11.76471,0,0,1,11.76471,-11.76471,0,0,0,0,0,0,0,0,0
"KMAKL15","2013_08",3,37.64706,-37.64706,3,37.64706,0,0,3,37.64706,-37.64706,0,0,0,0,0,0,0,0,0
"KMAKL17","2012_10",4,131.1765,131.1765,0,0,4,131.1765,0,0,0,0,0,0,4,131.1765,131.1765,0,0,0
"KMAKL17","2012_11",2,59.11765,59.11765,0,0,2,59.11765,0,0,0,0,0,0,2,59.11765,59.11765,0,0,0
"KMAKL17","2012_12",4,176.7647,176.7647,0,0,4,176.7647,3,158.8235,158.8235,0,0,0,1,17.94118,17.94118,0,0,0
"KMAKL17","2013_01",4,132.9412,132.9412,0,0,4,132.9412,2,62.35294,62.35294,0,0,0,2,70.58823,70.58823,0,0,0
"KMAKL17","2013_02",11,196.4706,196.4706,0,0,11,196.4706,8,117.6471,117.6471,2,70.58823,70.58823,1,8.235294,8.235294,0,0,0
"KMAKL17","2013_03",11,713.2941,713.2941,0,0,11,713.2941,4,188.2353,188.2353,3,101.1765,101.1765,4,423.8823,423.8823,0,0,0
"KMAKL17","2013_04",13,260.5882,260.5882,0,0,13,260.5882,3,35.29412,35.29412,3,65.88235,65.88235,7,159.4118,159.4118,0,0,0
"KMAKL17","2013_05",7,360.3529,360.3529,0,0,7,360.3529,3,247.0588,247.0588,2,70.58823,70.58823,2,42.70588,42.70588,0,0,0
"KMAKL17","2013_06",7,164.7059,164.7059,0,0,7,164.7059,3,55.29412,55.29412,3,62.35294,62.35294,1,47.05882,47.05882,0,0,0
"KMAKL17","2013_07",9,87.64706,87.64706,0,0,9,87.64706,2,23.52941,23.52941,4,25.29412,25.29412,3,38.82353,38.82353,0,0,0
"KMAKL17","2013_08",7,114.7059,114.7059,0,0,7,114.7059,1,.5882353,.5882353,1,35.29412,35.29412,5,78.82353,78.82353,0,0,0
"KMAKL18","2012_12",4,47.05882,47.05882,0,0,4,47.05882,4,47.05882,47.05882,0,0,0,0,0,0,0,0,0
"KMAKL18","2013_01",2,17.94118,17.94118,0,0,2,17.94118,1,5.882353,5.882353,0,0,0,1,12.05882,12.05882,0,0,0
"KMAKL18","2013_02",5,33.84706,33.84706,0,0,5,33.84706,4,21.76471,21.76471,0,0,0,1,12.08235,12.08235,0,0,0
"KMAKL18","2013_03",6,97.21176,97.21176,0,0,6,97.21176,0,0,0,1,12.94118,12.94118,5,84.27059,84.27059,0,0,0
"KMAKL18","2013_04",5,80.29411,80.29411,0,0,5,80.29411,1,3.529412,3.529412,2,46.47059,46.47059,2,30.29412,30.29412,0,0,0
"KMAKL18","2013_05",2,24.35294,24.35294,0,0,2,24.35294,0,0,0,1,6.352941,6.352941,1,18,18,0,0,0
"KMAKL18","2013_06",6,115.7647,115.7647,0,0,6,115.7647,0,0,0,2,23.05882,23.05882,4,92.70588,92.70588,0,0,0
"KMAKL18","2013_07",2,22.11765,22.11765,0,0,2,22.11765,0,0,0,1,13.52941,13.52941,1,8.588235,8.588235,0,0,0
"KMAKL18","2013_08",9,186.3176,186.3176,0,0,9,186.3176,2,50.58823,50.58823,4,49.76471,49.76471,3,85.96471,85.96471,0,0,0
"KMAKL19","2012_11",1,6.176471,6.176471,0,0,1,6.176471,0,0,0,0,0,0,1,6.176471,6.176471,0,0,0
"KMAKL19","2012_12",2,19.11765,19.11765,0,0,2,19.11765,1,7.058824,7.058824,0,0,0,1,12.05882,12.05882,0,0,0
"KMAKL19","2013_01",1,5.882353,5.882353,0,0,1,5.882353,1,5.882353,5.882353,0,0,0,0,0,0,0,0,0
"KMAKL19","2013_02",2,11.76471,11.76471,0,0,2,11.76471,2,11.76471,11.76471,0,0,0,0,0,0,0,0,0
"KMAKL19","2013_03",1,6.2,6.2,0,0,1,6.2,0,0,0,0,0,0,1,6.2,6.2,0,0,0
"KMAKL19","2013_04",2,7.411765,7.411765,0,0,2,7.411765,1,1.176471,1.176471,0,0,0,1,6.235294,6.235294,0,0,0
"KMAKL19","2013_06",2,24.23529,24.23529,0,0,2,24.23529,0,0,0,0,0,0,2,24.23529,24.23529,0,0,0
"KMAKL19","2013_07",2,23.84706,23.84706,0,0,2,23.84706,0,0,0,1,11.76471,11.76471,1,12.08235,12.08235,0,0,0
"KMAKL19","2013_08",1,12.11765,12.11765,0,0,1,12.11765,0,0,0,0,0,0,1,12.11765,12.11765,0,0,0
"KMAKL21","2012_11",2,30,30,0,0,2,30,0,0,0,0,0,0,2,30,30,0,0,0
"KMAKL21","2012_12",3,35.29412,35.29412,0,0,3,35.29412,3,35.29412,35.29412,0,0,0,0,0,0,0,0,0
"KMAKL21","2013_01",1,17.64706,17.64706,0,0,1,17.64706,1,17.64706,17.64706,0,0,0,0,0,0,0,0,0
"KMAKL21","2013_02",1,23.52941,23.52941,0,0,1,23.52941,1,23.52941,23.52941,0,0,0,0,0,0,0,0,0
"KMAKL21","2013_03",4,101.2941,101.2941,0,0,4,101.2941,1,52.94118,52.94118,0,0,0,3,48.35294,48.35294,0,0,0
"KMAKL21","2013_04",1,2.352941,-2.352941,1,2.352941,0,0,1,2.352941,-2.352941,0,0,0,0,0,0,0,0,0
"KMAKL21","2013_05",1,18,18,0,0,1,18,0,0,0,0,0,0,1,18,18,0,0,0
"KMAKL21","2013_06",4,84.47059,84.47059,0,0,4,84.47059,1,5.882353,5.882353,1,14.11765,14.11765,2,64.47059,64.47059,0,0,0
"KMAKL21","2013_07",2,42.35294,28.23529,1,7.058824,1,35.29412,2,42.35294,28.23529,0,0,0,0,0,0,0,0,0
"KMAKL21","2013_08",2,13.25882,10.90588,1,1.176471,1,12.08235,1,1.176471,-1.176471,0,0,0,1,12.08235,12.08235,0,0,0
"KMAKL21","2013_09",1,71.55294,71.55294,0,0,1,71.55294,0,0,0,0,0,0,1,71.55294,71.55294,0,0,0
"KMAKL22","2013_02",1,7.376471,7.376471,0,0,1,7.376471,0,0,0,0,0,0,1,7.376471,7.376471,0,0,0
"KMAKL22","2013_08",9,2.117647,2.117647,0,0,9,2.117647,0,0,0,9,2.117647,2.117647,0,0,0,0,0,0
"KMAKL23","2013_02",1,5.882353,-5.882353,1,5.882353,0,0,1,5.882353,-5.882353,0,0,0,0,0,0,0,0,0
"KMAKL23","2013_03",1,1.764706,1.764706,0,0,1,1.764706,1,1.764706,1.764706,0,0,0,0,0,0,0,0,0
"KMAKL24","2013_05",1,47.05882,-47.05882,1,47.05882,0,0,1,47.05882,-47.05882,0,0,0,0,0,0,0,0,0
"KMAKL25","2013_03",1,5.882353,5.882353,0,0,1,5.882353,1,5.882353,5.882353,0,0,0,0,0,0,0,0,0
"KMAKL25","2013_08",1,5.882353,-5.882353,1,5.882353,0,0,1,5.882353,-5.882353,0,0,0,0,0,0,0,0,0
"KMAKL27","2012_10",1,6.235294,6.235294,0,0,1,6.235294,0,0,0,0,0,0,1,6.235294,6.235294,0,0,0
"KMAKL27","2012_11",2,1.764706,1.764706,0,0,2,1.764706,2,1.764706,1.764706,0,0,0,0,0,0,0,0,0
"KMAKL27","2012_12",5,40.29412,40.29412,0,0,5,40.29412,4,28.23529,28.23529,0,0,0,1,12.05882,12.05882,0,0,0
"KMAKL27","2013_01",1,2.352941,2.352941,0,0,1,2.352941,1,2.352941,2.352941,0,0,0,0,0,0,0,0,0
"KMAKL27","2013_02",4,13,13,0,0,4,13,3,5.647059,5.647059,0,0,0,1,7.352941,7.352941,0,0,0
"KMAKL27","2013_03",4,12.70588,12.70588,0,0,4,12.70588,2,3.764706,3.764706,0,0,0,2,8.941176,8.941176,0,0,0
"KMAKL27","2013_04",6,10.58824,10.58824,0,0,6,10.58824,6,10.58824,10.58824,0,0,0,0,0,0,0,0,0
"KMAKL27","2013_05",9,16.11765,13.29412,2,1.411765,7,14.70588,8,6.705883,3.882353,0,0,0,1,9.411765,9.411765,0,0,0
"KMAKL27","2013_06",7,15.29412,15.29412,0,0,7,15.29412,5,7.647059,7.647059,0,0,0,2,7.647058,7.647058,0,0,0
"KMAKL27","2013_07",16,21.52941,21.52941,0,0,16,21.52941,15,15.29412,15.29412,0,0,0,1,6.235294,6.235294,0,0,0
"KMAKL27","2013_08",5,8.235294,8.235294,0,0,5,8.235294,5,8.235294,8.235294,0,0,0,0,0,0,0,0,0
"KMAKL28","2012_11",3,59.70588,59.70588,0,0,3,59.70588,0,0,0,0,0,0,3,59.70588,59.70588,0,0,0
"KMAKL28","2012_12",5,110,110,0,0,5,110,5,110,110,0,0,0,0,0,0,0,0,0
"KMAKL28","2013_01",4,400,400,0,0,4,400,2,88.23529,88.23529,0,0,0,2,311.7647,311.7647,0,0,0
"KMAKL28","2013_02",3,65.41177,65.41177,0,0,3,65.41177,2,6.588235,6.588235,0,0,0,1,58.82353,58.82353,0,0,0
"KMAKL28","2013_05",2,154.0588,154.0588,0,0,2,154.0588,0,0,0,1,7,7,1,147.0588,147.0588,0,0,0
"KMAKL28","2013_06",6,190.4706,181.0588,1,4.705883,5,185.7647,4,175.2941,165.8824,1,8.941176,8.941176,1,6.235294,6.235294,0,0,0
"KMAKL28","2013_07",2,29.76471,29.76471,0,0,2,29.76471,0,0,0,0,0,0,2,29.76471,29.76471,0,0,0
"KMAKL28","2013_08",2,22.47059,22.47059,0,0,2,22.47059,0,0,0,1,10.35294,10.35294,1,12.11765,12.11765,0,0,0
"KMAKL28","2013_09",3,15.78823,15.78823,0,0,3,15.78823,0,0,0,2,4.02353,4.02353,1,11.76471,11.76471,0,0,0
"KMAKL29","2012_10",1,17.94118,17.94118,0,0,1,17.94118,0,0,0,0,0,0,1,17.94118,17.94118,0,0,0
"KMAKL29","2012_11",6,65.29411,65.29411,0,0,6,65.29411,0,0,0,0,0,0,6,65.29411,65.29411,0,0,0
"KMAKL29","2012_12",5,42.82353,42.82353,0,0,5,42.82353,0,0,0,1,2.823529,2.823529,4,40,40,0,0,0
"KMAKL29","2013_01",9,84.41177,79.70588,1,2.352941,8,82.05882,6,48.23529,43.52941,0,0,0,3,36.17647,36.17647,0,0,0
"KMAKL29","2013_02",7,64.11765,64.11765,0,0,7,64.11765,5,58.82353,58.82353,0,0,0,2,5.294117,5.294117,0,0,0
"KMAKL29","2013_03",6,73.92941,73.92941,0,0,6,73.92941,3,36.47059,36.47059,1,1.529412,1.529412,2,35.92941,35.92941,0,0,0
"KMAKL29","2013_04",5,68.4,68.4,0,0,5,68.4,0,0,0,0,0,0,5,68.4,68.4,0,0,0
"KMAKL29","2013_05",1,12.11765,12.11765,0,0,1,12.11765,0,0,0,0,0,0,1,12.11765,12.11765,0,0,0
"KMAKL29","2013_06",7,99.18823,99.18823,0,0,7,99.18823,1,16.47059,16.47059,2,11.76471,11.76471,4,70.95294,70.95294,0,0,0
"KMAKL29","2013_07",7,75.64706,75.64706,0,0,7,75.64706,0,0,0,3,24.85882,24.85882,4,50.78823,50.78823,0,0,0
"KMAKL29","2013_08",9,115.1882,115.1882,0,0,9,115.1882,1,17.64706,17.64706,3,15.05882,15.05882,5,82.48235,82.48235,0,0,0
"KMAKL29","2013_09",4,48.55294,48.55294,0,0,4,48.55294,0,0,0,0,0,0,4,48.55294,48.55294,0,0,0
"KMAKL32","2012_11",2,37,37,0,0,2,37,1,1.176471,1.176471,0,0,0,1,35.82353,35.82353,0,0,0
"KMAKL32","2012_12",1,8.235294,8.235294,0,0,1,8.235294,1,8.235294,8.235294,0,0,0,0,0,0,0,0,0
"KMAKL32","2013_01",2,20.58823,20.58823,0,0,2,20.58823,2,20.58823,20.58823,0,0,0,0,0,0,0,0,0
"KMAKL32","2013_02",2,30.29412,30.29412,0,0,2,30.29412,1,6.470588,6.470588,0,0,0,1,23.82353,23.82353,0,0,0
"KMAKL32","2013_03",2,17.96471,17.96471,0,0,2,17.96471,1,5.882353,5.882353,0,0,0,1,12.08235,12.08235,0,0,0
"KMAKL32","2013_04",2,13.29412,13.29412,0,0,2,13.29412,0,0,0,0,0,0,2,13.29412,13.29412,0,0,0
"KMAKL32","2013_05",4,108.2353,108.2353,0,0,4,108.2353,2,61.17647,61.17647,2,47.05882,47.05882,0,0,0,0,0,0
"KMAKL32","2013_06",4,48.94118,48.94118,0,0,4,48.94118,1,11.76471,11.76471,1,23.52941,23.52941,2,13.64706,13.64706,0,0,0
"KMAKL32","2013_07",1,6.235294,6.235294,0,0,1,6.235294,0,0,0,0,0,0,1,6.235294,6.235294,0,0,0
"KMAKL32","2013_08",1,12.11765,12.11765,0,0,1,12.11765,0,0,0,0,0,0,1,12.11765,12.11765,0,0,0
"KMAKL32","2013_09",3,98.30588,98.30588,0,0,3,98.30588,0,0,0,1,2.705882,2.705882,2,95.6,95.6,0,0,0
"KMAKL33","2012_11",1,23.82353,23.82353,0,0,1,23.82353,0,0,0,0,0,0,1,23.82353,23.82353,0,0,0
"KMAKL33","2012_12",5,60.17647,60.17647,0,0,5,60.17647,4,52.94118,52.94118,1,7.235294,7.235294,0,0,0,0,0,0
"KMAKL33","2013_01",1,12.05882,12.05882,0,0,1,12.05882,0,0,0,0,0,0,1,12.05882,12.05882,0,0,0
"KMAKL33","2013_02",2,26.2,26.2,0,0,2,26.2,1,23.52941,23.52941,0,0,0,1,2.670588,2.670588,0,0,0
"KMAKL33","2013_03",3,26.82353,26.82353,0,0,3,26.82353,2,11.76471,11.76471,1,15.05882,15.05882,0,0,0,0,0,0
"KMAKL33","2013_04",1,5.882353,5.882353,0,0,1,5.882353,1,5.882353,5.882353,0,0,0,0,0,0,0,0,0
"KMAKL33","2013_05",2,13.47059,13.47059,0,0,2,13.47059,1,2.352941,2.352941,1,11.11765,11.11765,0,0,0,0,0,0
"KMAKL33","2013_06",4,50.23529,50.23529,0,0,4,50.23529,1,7.058824,7.058824,1,15.41177,15.41177,2,27.76471,27.76471,0,0,0
"KMAKL33","2013_07",2,18.35294,18.35294,0,0,2,18.35294,0,0,0,0,0,0,2,18.35294,18.35294,0,0,0
"KMAKL33","2013_08",4,55.82353,55.82353,0,0,4,55.82353,1,11.76471,11.76471,2,26.05882,26.05882,1,18,18,0,0,0
"KMAKL33","2013_09",1,4.705883,-4.705883,1,4.705883,0,0,1,4.705883,-4.705883,0,0,0,0,0,0,0,0,0
"KMAKL36","2012_10",1,3.823529,3.823529,0,0,1,3.823529,0,0,0,0,0,0,1,3.823529,3.823529,0,0,0
"KMAKL36","2012_11",1,3.823529,3.823529,0,0,1,3.823529,0,0,0,0,0,0,1,3.823529,3.823529,0,0,0
"KMAKL36","2012_12",1,3.529412,3.529412,0,0,1,3.529412,1,3.529412,3.529412,0,0,0,0,0,0,0,0,0
"KMAKL36","2013_01",2,69.11765,69.11765,0,0,2,69.11765,1,9.411765,9.411765,0,0,0,1,59.70588,59.70588,0,0,0
"KMAKL36","2013_02",2,23.84706,23.84706,0,0,2,23.84706,0,0,0,1,11.76471,11.76471,1,12.08235,12.08235,0,0,0
"KMAKL36","2013_04",2,18,18,0,0,2,18,0,0,0,0,0,0,2,18,18,0,0,0
"KMAKL36","2013_05",2,21.52941,21.52941,0,0,2,21.52941,1,9.411765,9.411765,0,0,0,1,12.11765,12.11765,0,0,0
"KMAKL36","2013_06",2,59.41177,59.41177,0,0,2,59.41177,0,0,0,1,23.52941,23.52941,1,35.88235,35.88235,0,0,0
"KMAKL36","2013_07",5,29.34118,29.34118,0,0,5,29.34118,1,2.352941,2.352941,2,8.635294,8.635294,2,18.35294,18.35294,0,0,0
"KMAKL36","2013_08",4,44.08235,44.08235,0,0,4,44.08235,2,35.88235,35.88235,1,.8235294,.8235294,1,7.376471,7.376471,0,0,0
"KMAKL37","2012_11",4,36.05882,36.05882,0,0,4,36.05882,0,0,0,0,0,0,4,36.05882,36.05882,0,0,0
"KMAKL37","2012_12",6,94.77647,94.77647,0,0,6,94.77647,5,70.95294,70.95294,0,0,0,1,23.82353,23.82353,0,0,0
"KMAKL37","2013_01",5,42.67059,42.67059,0,0,5,42.67059,4,38.84706,38.84706,0,0,0,1,3.823529,3.823529,0,0,0
"KMAKL37","2013_02",4,37.94118,37.94118,0,0,4,37.94118,0,0,0,0,0,0,4,37.94118,37.94118,0,0,0
"KMAKL37","2013_03",4,88.87059,88.87059,0,0,4,88.87059,1,36.47059,36.47059,1,9.411765,9.411765,2,42.98824,42.98824,0,0,0
"KMAKL37","2013_04",2,30.11765,30.11765,0,0,2,30.11765,0,0,0,0,0,0,2,30.11765,30.11765,0,0,0
"KMAKL37","2013_05",4,87.25882,87.25882,0,0,4,87.25882,0,0,0,0,0,0,4,87.25882,87.25882,0,0,0
"KMAKL37","2013_06",7,118.7059,94.47059,2,12.11765,5,106.5882,2,29.41176,17.64706,1,47.05882,47.05882,4,42.23529,29.76471,0,0,0
"KMAKL37","2013_07",6,80.67059,26.55294,3,27.05882,3,53.61176,3,44.70588,25.88235,1,12.11765,12.11765,2,23.84706,-11.44706,0,0,0
"KMAKL37","2013_08",4,39.64706,39.64706,0,0,4,39.64706,1,23.52941,23.52941,1,7.176471,7.176471,2,8.941176,8.941176,0,0,0
"KMAKL37","2013_09",4,68.82353,68.82353,0,0,4,68.82353,0,0,0,0,0,0,4,68.82353,68.82353,0,0,0
"KMAKL38","2012_11",1,12.05882,12.05882,0,0,1,12.05882,0,0,0,0,0,0,1,12.05882,12.05882,0,0,0
"KMAKL38","2012_12",2,47.64706,47.64706,0,0,2,47.64706,0,0,0,0,0,0,2,47.64706,47.64706,0,0,0
"KMAKL38","2013_01",3,71.17647,71.17647,0,0,3,71.17647,0,0,0,1,23.52941,23.52941,2,47.64706,47.64706,0,0,0
"KMAKL38","2013_02",3,141.1765,117.6471,1,11.76471,2,129.4118,3,141.1765,117.6471,0,0,0,0,0,0,0,0,0
"KMAKL38","2013_03",5,90.58823,90.58823,0,0,5,90.58823,2,37.64706,37.64706,3,52.94118,52.94118,0,0,0,0,0,0
"KMAKL38","2013_04",6,111.2941,111.2941,0,0,6,111.2941,3,44.70588,44.70588,0,0,0,3,66.58823,66.58823,0,0,0
"KMAKL38","2013_05",5,59.17647,59.17647,0,0,5,59.17647,2,23.52941,23.52941,2,23.52941,23.52941,1,12.11765,12.11765,0,0,0
"KMAKL38","2013_06",6,145,140.2941,1,2.352941,5,142.6471,2,25.88235,21.17647,1,29.58824,29.58824,3,89.52941,89.52941,0,0,0
"KMAKL38","2013_07",4,264.7059,252.9412,1,5.882353,3,258.8235,3,76.47059,64.70588,1,188.2353,188.2353,0,0,0,0,0,0
"KMAKL38","2013_08",4,83.29412,71.52941,1,5.882353,3,77.41177,2,23.52941,11.76471,0,0,0,2,59.76471,59.76471,0,0,0
"KMAKL39","2013_03",1,3.294118,3.294118,0,0,1,3.294118,0,0,0,1,3.294118,3.294118,0,0,0,0,0,0
"KMAKL40","2012_10",2,16.47059,16.47059,0,0,2,16.47059,2,16.47059,16.47059,0,0,0,0,0,0,0,0,0
"KMAKL40","2012_11",4,28.23529,28.23529,0,0,4,28.23529,4,28.23529,28.23529,0,0,0,0,0,0,0,0,0
"KMAKL40","2012_12",2,11.76471,11.76471,0,0,2,11.76471,2,11.76471,11.76471,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_01",3,14.11765,14.11765,0,0,3,14.11765,3,14.11765,14.11765,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_02",2,12.94118,12.94118,0,0,2,12.94118,2,12.94118,12.94118,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_03",2,21.17647,21.17647,0,0,2,21.17647,2,21.17647,21.17647,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_04",5,31.76471,31.76471,0,0,5,31.76471,5,31.76471,31.76471,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_05",3,34.11765,34.11765,0,0,3,34.11765,3,34.11765,34.11765,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_06",5,30.58824,30.58824,0,0,5,30.58824,5,30.58824,30.58824,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_07",7,42.94118,42.94118,0,0,7,42.94118,7,42.94118,42.94118,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_08",4,38.82353,38.82353,0,0,4,38.82353,4,38.82353,38.82353,0,0,0,0,0,0,0,0,0
"KMAKL40","2013_09",1,11.76471,11.76471,0,0,1,11.76471,1,11.76471,11.76471,0,0,0,0,0,0,0,0,0
"KMOMB01","2012_11",3,81.17647,71.7647,1,4.705883,2,76.47059,2,75.29411,65.88235,0,0,0,1,5.882353,5.882353,0,0,0
"KMOMB01","2012_12",11,336.1176,329.0588,1,3.529412,10,332.5882,3,85.88235,78.82352,2,14.94118,14.94118,6,235.2941,235.2941,0,0,0
"KMOMB01","2013_01",1,5.882353,5.882353,0,0,1,5.882353,0,0,0,1,5.882353,5.882353,0,0,0,0,0,0
"KMOMB01","2013_02",1,6.470588,-6.470588,1,6.470588,0,0,0,0,0,0,0,0,1,6.470588,-6.470588,0,0,0
"KMOMB01","2013_03",5,33.52941,-33.52941,5,33.52941,0,0,3,4.117647,-4.117647,0,0,0,2,29.41176,-29.41176,0,0,0
"KMOMB01","2013_04",3,4.705883,2.352941,1,1.176471,2,3.529412,2,2.352941,0,1,2.352941,2.352941,0,0,0,0,0,0
"KMOMB01","2013_05",8,33.70588,25.70588,2,4,6,29.70588,2,7.058824,4.705882,4,7.82353,2.176471,2,18.82353,18.82353,0,0,0
"KMOMB01","2013_06",4,7.058824,0,2,3.529412,2,3.529412,3,4.705883,-2.352941,1,2.352941,2.352941,0,0,0,0,0,0
"KMOMB01","2013_07",2,3.882353,3.882353,0,0,2,3.882353,1,2.352941,2.352941,1,1.529412,1.529412,0,0,0,0,0,0
"KMOMB01","2013_08",8,23,-14.88235,6,18.94118,2,4.058824,5,14.11765,-14.11765,3,8.882353,-.7647057,0,0,0,0,0,0
"KMOMB01","2013_09",2,1.764706,-1.764706,2,1.764706,0,0,2,1.764706,-1.764706,0,0,0,0,0,0,0,0,0
"KMOMB02","2012_11",3,40.23529,-40.23529,3,40.23529,0,0,0,0,0,0,0,0,3,40.23529,-40.23529,0,0,0
"KMOMB02","2012_12",4,38.52941,-15,3,26.76471,1,11.76471,1,11.76471,11.76471,0,0,0,3,26.76471,-26.76471,0,0,0
"KMOMB02","2013_01",1,7.058824,-7.058824,1,7.058824,0,0,0,0,0,0,0,0,1,7.058824,-7.058824,0,0,0
"KMOMB02","2013_02",2,14.11765,-14.11765,2,14.11765,0,0,0,0,0,0,0,0,2,14.11765,-14.11765,0,0,0
"KMOMB02","2013_03",3,30.4353,-30.4353,3,30.4353,0,0,0,0,0,0,0,0,3,30.4353,-30.4353,0,0,0
"KMOMB02","2013_04",4,18.82353,-4.77e-07,1,9.411765,3,9.411764,0,0,0,2,3.529412,3.529412,2,15.29412,-3.529412,0,0,0
"KMOMB02","2013_06",5,86.47059,86.47059,0,0,5,86.47059,3,84.70589,84.70589,2,1.764706,1.764706,0,0,0,0,0,0
"KMOMB02","2013_07",4,37.05882,10,3,13.52941,1,23.52941,0,0,0,2,1.764706,-1.764706,2,35.29412,11.76471,0,0,0
"KMOMB02","2013_08",6,32.23529,30.58823,2,.8235294,4,31.41176,2,29.41176,29.41176,4,2.823529,1.176471,0,0,0,0,0,0
"KMOMB02","2013_09",1,12.11765,-12.11765,1,12.11765,0,0,0,0,0,0,0,0,1,12.11765,-12.11765,0,0,0
"KMOMB03","2013_03",2,14.11765,14.11765,0,0,2,14.11765,1,2.352941,2.352941,1,11.76471,11.76471,0,0,0,0,0,0
"KMOMB03","2013_04",5,25.41176,25.41176,0,0,5,25.41176,3,12.94118,12.94118,2,12.47059,12.47059,0,0,0,0,0,0
"KMOMB03","2013_05",20,84.70588,84.70588,0,0,20,84.70588,19,37.64706,37.64706,1,47.05882,47.05882,0,0,0,0,0,0
"KMOMB03","2013_06",13,13.88235,13.88235,0,0,13,13.88235,7,12.35294,12.35294,6,1.529412,1.529412,0,0,0,0,0,0
"KMOMB03","2013_07",15,7.458824,-3.835294,4,5.647059,11,1.811765,1,2.352941,-2.352941,14,5.105883,-1.482353,0,0,0,0,0,0
"KMOMB03","2013_08",11,11.64706,3.411765,4,4.117647,7,7.529412,4,5.882353,-5.96e-08,7,5.764706,3.411765,0,0,0,0,0,0
"KMOMB04","2012_10",1,12.05882,-12.05882,1,12.05882,0,0,0,0,0,0,0,0,1,12.05882,-12.05882,0,0,0
"KMOMB04","2012_11",4,32.94118,2.352941,3,15.29412,1,17.64706,0,0,0,1,17.64706,17.64706,3,15.29412,-15.29412,0,0,0
"KMOMB04","2012_12",2,17.64706,-5.882353,1,11.76471,1,5.882353,0,0,0,0,0,0,2,17.64706,-5.882353,0,0,0
"KMOMB04","2013_01",4,62.35294,-62.35294,4,62.35294,0,0,0,0,0,0,0,0,4,62.35294,-62.35294,0,0,0
"KMOMB04","2013_02",2,36,-36,2,36,0,0,0,0,0,0,0,0,2,36,-36,0,0,0
"KMOMB04","2013_03",3,5.058824,.117647,2,2.470588,1,2.588235,1,.1176471,-.1176471,0,0,0,2,4.941176,.2352941,0,0,0
"KMOMB04","2013_04",2,23.52941,-23.52941,2,23.52941,0,0,0,0,0,0,0,0,2,23.52941,-23.52941,0,0,0
"KMOMB04","2013_05",8,100.3529,-76.11765,5,88.23529,3,12.11765,0,0,0,1,5.882353,5.882353,7,94.47059,-82,0,0,0
"KMOMB04","2013_06",2,3.611765,-1.729412,1,2.670588,1,.9411765,0,0,0,1,.9411765,.9411765,1,2.670588,-2.670588,0,0,0
"KMOMB04","2013_07",6,10.78824,1.917647,2,4.435294,4,6.352942,1,2.352941,2.352941,2,1.647059,1.647059,3,6.788236,-2.082353,0,0,0
"KMOMB04","2013_08",13,35.69412,-.4000002,10,18.04706,3,17.64706,6,15.76471,7.764706,4,.4705882,-.4705882,3,19.45882,-7.694118,0,0,0
"KMOMB04","2013_09",2,3.705882,3.705882,0,0,2,3.705882,1,3.529412,3.529412,1,.1764706,.1764706,0,0,0,0,0,0
